사업자등록번호,기업명,공기업구분,개인법인구분,본점지점구분,국외투자법인여부,벤처기업여부,상장코드,산업코드1,공공기관유형,중견기업보호여부,본점기업코드,설립일자,설립구분,국가명,직원수,폐업여부,산업코드 대분류,구글 검색량,설립일자(day),회사명,sum_rlt,재무정보_분기
1138131623,티센크루프머티리얼코리아,2,1,1,1,0,0,25,0,0,0,1991-10-25 00:00:00,1,2,34.0,0,제조업,11200.0,11330,1138131623_3,23.0,3
1138131623,티센크루프머티리얼코리아,2,1,1,1,0,0,25,0,0,0,1991-10-25 00:00:00,1,2,34.0,0,제조업,11200.0,11330,1138131623_4,19.0,4
1068169683,아성테크노,2,1,1,0,0,0,46,0,0,0,1997-10-01 00:00:00,1,0,51.0,0,도매 및 소매업,1450.0,9162,1068169683_1,4.0,1
1068169683,아성테크노,2,1,1,0,0,0,46,0,0,0,1997-10-01 00:00:00,1,0,51.0,0,도매 및 소매업,1450.0,9162,1068169683_2,1.0,2
1068169683,아성테크노,2,1,1,0,0,0,46,0,0,0,1997-10-01 00:00:00,1,0,51.0,0,도매 및 소매업,1450.0,9162,1068169683_3,4.0,3
1068169683,아성테크노,2,1,1,0,0,0,46,0,0,0,1997-10-01 00:00:00,1,0,51.0,0,도매 및 소매업,1450.0,9162,1068169683_4,2.0,4
1098129813,전방텍스타일,2,1,1,1,0,0,14,0,0,0,1971-12-24 00:00:00,1,2,18.0,0,제조업,196.0,18575,1098129813_1,36.0,1
1098129813,전방텍스타일,2,1,1,1,0,0,14,0,0,0,1971-12-24 00:00:00,1,2,18.0,0,제조업,196.0,18575,1098129813_2,33.0,2
1098129813,전방텍스타일,2,1,1,1,0,0,14,0,0,0,1971-12-24 00:00:00,1,2,18.0,0,제조업,196.0,18575,1098129813_3,34.0,3
1098129813,전방텍스타일,2,1,1,1,0,0,14,0,0,0,1971-12-24 00:00:00,1,2,18.0,0,제조업,196.0,18575,1098129813_4,36.0,4
1108118320,동원아이엔씨,2,1,1,1,0,0,55,0,1,0,1985-02-04 00:00:00,4,2,158.0,0,숙박 및 음식점업,7620.0,13784,1108118320_1,2.0,1
1108118320,동원아이엔씨,2,1,1,1,0,0,55,0,1,0,1985-02-04 00:00:00,4,2,158.0,0,숙박 및 음식점업,7620.0,13784,1108118320_2,2.0,2
1108118320,동원아이엔씨,2,1,1,1,0,0,55,0,1,0,1985-02-04 00:00:00,4,2,158.0,0,숙박 및 음식점업,7620.0,13784,1108118320_3,2.0,3
1018157125,단암엔지니어링,2,1,1,0,0,0,75,0,0,0,2000-06-01 00:00:00,1,0,12.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",6680.0,8188,1018157125_1,13.0,1
1018157125,단암엔지니어링,2,1,1,0,0,0,75,0,0,0,2000-06-01 00:00:00,1,0,12.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",6680.0,8188,1018157125_2,6.0,2
1018157125,단암엔지니어링,2,1,1,0,0,0,75,0,0,0,2000-06-01 00:00:00,1,0,12.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",6680.0,8188,1018157125_3,8.0,3
1018157125,단암엔지니어링,2,1,1,0,0,0,75,0,0,0,2000-06-01 00:00:00,1,0,12.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",6680.0,8188,1018157125_4,3.0,4
1108164673,나이스팜,2,1,1,0,0,0,46,0,0,0,2003-12-23 00:00:00,1,0,18.0,0,도매 및 소매업,2510000.0,6888,1108164673_1,7.0,1
1108164673,나이스팜,2,1,1,0,0,0,46,0,0,0,2003-12-23 00:00:00,1,0,18.0,0,도매 및 소매업,2510000.0,6888,1108164673_2,6.0,2
1138165083,한립특수강,2,1,1,0,0,0,24,0,0,0,2000-10-21 00:00:00,1,0,21.0,0,제조업,6.0,8046,1138165083_1,2.0,1
1138165083,한립특수강,2,1,1,0,0,0,24,0,0,0,2000-10-21 00:00:00,1,0,21.0,0,제조업,6.0,8046,1138165083_2,2.0,2
1138165083,한립특수강,2,1,1,0,0,0,24,0,0,0,2000-10-21 00:00:00,1,0,21.0,0,제조업,6.0,8046,1138165083_3,0.0,3
1138165083,한립특수강,2,1,1,0,0,0,24,0,0,0,2000-10-21 00:00:00,1,0,21.0,0,제조업,6.0,8046,1138165083_4,2.0,4
1168107549,세화기업,2,1,1,0,0,0,68,0,0,0,1983-03-12 00:00:00,1,0,16.0,0,부동산업,16100.0,14479,1168107549_1,1.0,1
1168107549,세화기업,2,1,1,0,0,0,68,0,0,0,1983-03-12 00:00:00,1,0,16.0,0,부동산업,16100.0,14479,1168107549_2,6.0,2
1168107549,세화기업,2,1,1,0,0,0,68,0,0,0,1983-03-12 00:00:00,1,0,16.0,0,부동산업,16100.0,14479,1168107549_3,7.0,3
1168107549,세화기업,2,1,1,0,0,0,68,0,0,0,1983-03-12 00:00:00,1,0,16.0,0,부동산업,16100.0,14479,1168107549_4,6.0,4
1108151969,에스디어드바이저,2,1,1,0,0,0,68,0,0,0,2001-07-03 00:00:00,1,0,3.0,0,부동산업,1590.0,7791,1108151969_1,15.0,1
1108151969,에스디어드바이저,2,1,1,0,0,0,68,0,0,0,2001-07-03 00:00:00,1,0,3.0,0,부동산업,1590.0,7791,1108151969_2,11.0,2
1108151969,에스디어드바이저,2,1,1,0,0,0,68,0,0,0,2001-07-03 00:00:00,1,0,3.0,0,부동산업,1590.0,7791,1108151969_3,25.0,3
1108151969,에스디어드바이저,2,1,1,0,0,0,68,0,0,0,2001-07-03 00:00:00,1,0,3.0,0,부동산업,1590.0,7791,1108151969_4,11.0,4
1138137651,에스피씨,2,1,1,0,0,0,20,0,0,0,1994-08-01 00:00:00,1,0,70.0,0,제조업,14100.0,10319,1138137651_1,9.0,1
1138137651,에스피씨,2,1,1,0,0,0,20,0,0,0,1994-08-01 00:00:00,1,0,70.0,0,제조업,14100.0,10319,1138137651_2,2.0,2
1138137651,에스피씨,2,1,1,0,0,0,20,0,0,0,1994-08-01 00:00:00,1,0,70.0,0,제조업,14100.0,10319,1138137651_3,2.0,3
1138137651,에스피씨,2,1,1,0,0,0,20,0,0,0,1994-08-01 00:00:00,1,0,70.0,0,제조업,14100.0,10319,1138137651_4,1.0,4
1078164658,도담에스테이트,2,1,1,0,0,0,68,0,0,0,1998-06-16 00:00:00,1,0,18.0,0,부동산업,308.0,8904,1078164658_1,3.0,1
1078164658,도담에스테이트,2,1,1,0,0,0,68,0,0,0,1998-06-16 00:00:00,1,0,18.0,0,부동산업,308.0,8904,1078164658_2,8.0,2
1078164658,도담에스테이트,2,1,1,0,0,0,68,0,0,0,1998-06-16 00:00:00,1,0,18.0,0,부동산업,308.0,8904,1078164658_3,0.0,3
1078164658,도담에스테이트,2,1,1,0,0,0,68,0,0,0,1998-06-16 00:00:00,1,0,18.0,0,부동산업,308.0,8904,1078164658_4,2.0,4
1048150626,아이디헬스케어그룹,2,1,1,1,0,0,71,0,0,0,2000-02-23 00:00:00,1,1,35.0,0,"전문, 과학 및 기술 서비스업",21400.0,8287,1048150626_1,6.0,1
1048150626,아이디헬스케어그룹,2,1,1,1,0,0,71,0,0,0,2000-02-23 00:00:00,1,1,35.0,0,"전문, 과학 및 기술 서비스업",21400.0,8287,1048150626_2,5.0,2
1048150626,아이디헬스케어그룹,2,1,1,1,0,0,71,0,0,0,2000-02-23 00:00:00,1,1,35.0,0,"전문, 과학 및 기술 서비스업",21400.0,8287,1048150626_3,6.0,3
1048150626,아이디헬스케어그룹,2,1,1,1,0,0,71,0,0,0,2000-02-23 00:00:00,1,1,35.0,0,"전문, 과학 및 기술 서비스업",21400.0,8287,1048150626_4,3.0,4
1048149231,삼우아트,2,1,1,0,0,0,18,0,0,0,2000-01-03 00:00:00,1,0,19.0,0,제조업,832.0,8338,1048149231_1,7.0,1
1048149231,삼우아트,2,1,1,0,0,0,18,0,0,0,2000-01-03 00:00:00,1,0,19.0,0,제조업,832.0,8338,1048149231_2,2.0,2
1048149231,삼우아트,2,1,1,0,0,0,18,0,0,0,2000-01-03 00:00:00,1,0,19.0,0,제조업,832.0,8338,1048149231_3,1.0,3
1048149231,삼우아트,2,1,1,0,0,0,18,0,0,0,2000-01-03 00:00:00,1,0,19.0,0,제조업,832.0,8338,1048149231_4,2.0,4
1078157308,제니코,2,1,1,0,0,0,46,0,0,0,1996-09-23 00:00:00,1,0,18.0,0,도매 및 소매업,43400.0,9535,1078157308_1,3.0,1
1078157308,제니코,2,1,1,0,0,0,46,0,0,0,1996-09-23 00:00:00,1,0,18.0,0,도매 및 소매업,43400.0,9535,1078157308_2,1.0,2
1078157308,제니코,2,1,1,0,0,0,46,0,0,0,1996-09-23 00:00:00,1,0,18.0,0,도매 및 소매업,43400.0,9535,1078157308_3,1.0,3
1078157308,제니코,2,1,1,0,0,0,46,0,0,0,1996-09-23 00:00:00,1,0,18.0,0,도매 및 소매업,43400.0,9535,1078157308_4,0.0,4
1138120956,유니엔스,2,1,1,0,0,0,29,0,0,0,1990-12-14 00:00:00,1,0,29.0,0,제조업,4010.0,11645,1138120956_1,5.0,1
1138120956,유니엔스,2,1,1,0,0,0,29,0,0,0,1990-12-14 00:00:00,1,0,29.0,0,제조업,4010.0,11645,1138120956_2,32.0,2
1138120956,유니엔스,2,1,1,0,0,0,29,0,0,0,1990-12-14 00:00:00,1,0,29.0,0,제조업,4010.0,11645,1138120956_3,5.0,3
1138120956,유니엔스,2,1,1,0,0,0,29,0,0,0,1990-12-14 00:00:00,1,0,29.0,0,제조업,4010.0,11645,1138120956_4,5.0,4
1058603932,엠트랜스,2,1,1,0,0,0,52,0,0,0,1999-10-18 00:00:00,1,0,38.0,0,운수 및 창고업,44400000.0,8415,1058603932_1,6.0,1
1058603932,엠트랜스,2,1,1,0,0,0,52,0,0,0,1999-10-18 00:00:00,1,0,38.0,0,운수 및 창고업,44400000.0,8415,1058603932_2,6.0,2
1058603932,엠트랜스,2,1,1,0,0,0,52,0,0,0,1999-10-18 00:00:00,1,0,38.0,0,운수 및 창고업,44400000.0,8415,1058603932_3,5.0,3
1058603932,엠트랜스,2,1,1,0,0,0,52,0,0,0,1999-10-18 00:00:00,1,0,38.0,0,운수 및 창고업,44400000.0,8415,1058603932_4,4.0,4
1148177302,로이포스,2,1,1,0,0,0,13,0,0,0,1997-01-27 00:00:00,1,0,47.0,0,제조업,190000.0,9409,1148177302_1,3.0,1
1148177302,로이포스,2,1,1,0,0,0,13,0,0,0,1997-01-27 00:00:00,1,0,47.0,0,제조업,190000.0,9409,1148177302_2,2.0,2
1148177302,로이포스,2,1,1,0,0,0,13,0,0,0,1997-01-27 00:00:00,1,0,47.0,0,제조업,190000.0,9409,1148177302_3,3.0,3
1148177302,로이포스,2,1,1,0,0,0,13,0,0,0,1997-01-27 00:00:00,1,0,47.0,0,제조업,190000.0,9409,1148177302_4,1.0,4
1058175799,복정제형,2,1,1,0,0,0,46,0,0,0,1995-12-15 00:00:00,1,0,198.0,0,도매 및 소매업,337.0,9818,1058175799_1,2.0,1
1058175799,복정제형,2,1,1,0,0,0,46,0,0,0,1995-12-15 00:00:00,1,0,198.0,0,도매 및 소매업,337.0,9818,1058175799_2,2.0,2
1058175799,복정제형,2,1,1,0,0,0,46,0,0,0,1995-12-15 00:00:00,1,0,198.0,0,도매 및 소매업,337.0,9818,1058175799_3,0.0,3
1058175799,복정제형,2,1,1,0,0,0,46,0,0,0,1995-12-15 00:00:00,1,0,198.0,0,도매 및 소매업,337.0,9818,1058175799_4,4.0,4
1088115238,진주랑,2,1,1,0,0,0,10,0,0,0,1996-12-04 00:00:00,1,0,349.0,0,제조업,28000.0,9463,1088115238_1,4.0,1
1088115238,진주랑,2,1,1,0,0,0,10,0,0,0,1996-12-04 00:00:00,1,0,349.0,0,제조업,28000.0,9463,1088115238_2,7.0,2
1088115238,진주랑,2,1,1,0,0,0,10,0,0,0,1996-12-04 00:00:00,1,0,349.0,0,제조업,28000.0,9463,1088115238_3,6.0,3
1088115238,진주랑,2,1,1,0,0,0,10,0,0,0,1996-12-04 00:00:00,1,0,349.0,0,제조업,28000.0,9463,1088115238_4,7.0,4
1058128957,신스틸,2,1,1,0,0,0,24,0,0,0,1987-10-31 00:00:00,1,0,32.0,0,제조업,86300.0,12785,1058128957_1,1.0,1
1058128957,신스틸,2,1,1,0,0,0,24,0,0,0,1987-10-31 00:00:00,1,0,32.0,0,제조업,86300.0,12785,1058128957_2,1.0,2
1058128957,신스틸,2,1,1,0,0,0,24,0,0,0,1987-10-31 00:00:00,1,0,32.0,0,제조업,86300.0,12785,1058128957_3,1.0,3
1058128957,신스틸,2,1,1,0,0,0,24,0,0,0,1987-10-31 00:00:00,1,0,32.0,0,제조업,86300.0,12785,1058128957_4,1.0,4
1058650906,제이웨이브,2,1,1,0,0,0,17,0,0,0,2003-03-03 00:00:00,1,0,28.0,0,제조업,29000.0,7183,1058650906_1,11.0,1
1058650906,제이웨이브,2,1,1,0,0,0,17,0,0,0,2003-03-03 00:00:00,1,0,28.0,0,제조업,29000.0,7183,1058650906_2,12.0,2
1058650906,제이웨이브,2,1,1,0,0,0,17,0,0,0,2003-03-03 00:00:00,1,0,28.0,0,제조업,29000.0,7183,1058650906_3,4.0,3
1058650906,제이웨이브,2,1,1,0,0,0,17,0,0,0,2003-03-03 00:00:00,1,0,28.0,0,제조업,29000.0,7183,1058650906_4,1.0,4
1078103762,동성철강,2,1,1,0,0,0,46,0,0,0,1974-01-01 00:00:00,1,0,9.0,0,도매 및 소매업,7010.0,17836,1078103762_1,1.0,1
1058617421,파워클,2,1,1,0,0,0,46,0,0,0,2000-10-02 00:00:00,1,0,8.0,0,도매 및 소매업,31900.0,8065,1058617421_1,1.0,1
1058617421,파워클,2,1,1,0,0,0,46,0,0,0,2000-10-02 00:00:00,1,0,8.0,0,도매 및 소매업,31900.0,8065,1058617421_2,1.0,2
1058132825,대진항운,2,1,1,0,0,0,52,0,0,0,1984-05-25 00:00:00,1,0,24.0,0,운수 및 창고업,4.0,14039,1058132825_1,7.0,1
1058132825,대진항운,2,1,1,0,0,0,52,0,0,0,1984-05-25 00:00:00,1,0,24.0,0,운수 및 창고업,4.0,14039,1058132825_2,4.0,2
1058132825,대진항운,2,1,1,0,0,0,52,0,0,0,1984-05-25 00:00:00,1,0,24.0,0,운수 및 창고업,4.0,14039,1058132825_3,10.0,3
1058132825,대진항운,2,1,1,0,0,0,52,0,0,0,1984-05-25 00:00:00,1,0,24.0,0,운수 및 창고업,4.0,14039,1058132825_4,6.0,4
1148629810,투웨니퍼스트,2,1,1,0,0,0,41,0,0,0,2003-08-08 00:00:00,1,0,1.0,0,건설업,1520.0,7025,1148629810_1,1.0,1
1148629810,투웨니퍼스트,2,1,1,0,0,0,41,0,0,0,2003-08-08 00:00:00,1,0,1.0,0,건설업,1520.0,7025,1148629810_2,5.0,2
1148629810,투웨니퍼스트,2,1,1,0,0,0,41,0,0,0,2003-08-08 00:00:00,1,0,1.0,0,건설업,1520.0,7025,1148629810_3,20.0,3
1148629810,투웨니퍼스트,2,1,1,0,0,0,41,0,0,0,2003-08-08 00:00:00,1,0,1.0,0,건설업,1520.0,7025,1148629810_4,3.0,4
1078180508,엠케이켐앤텍,2,1,1,0,0,0,46,0,0,0,2000-04-01 00:00:00,1,0,121.0,0,도매 및 소매업,105.0,8249,1078180508_1,1.0,1
1078180508,엠케이켐앤텍,2,1,1,0,0,0,46,0,0,0,2000-04-01 00:00:00,1,0,121.0,0,도매 및 소매업,105.0,8249,1078180508_2,0.0,2
1078180508,엠케이켐앤텍,2,1,1,0,0,0,46,0,0,0,2000-04-01 00:00:00,1,0,121.0,0,도매 및 소매업,105.0,8249,1078180508_3,0.0,3
1078180508,엠케이켐앤텍,2,1,1,0,0,0,46,0,0,0,2000-04-01 00:00:00,1,0,121.0,0,도매 및 소매업,105.0,8249,1078180508_4,0.0,4
1098173231,하이오토클럽,2,1,1,0,0,0,75,0,0,0,2001-09-06 00:00:00,1,0,35.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",44200000.0,7726,1098173231_1,0.0,1
1098173231,하이오토클럽,2,1,1,0,0,0,75,0,0,0,2001-09-06 00:00:00,1,0,35.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",44200000.0,7726,1098173231_2,6.0,2
1098173231,하이오토클럽,2,1,1,0,0,0,75,0,0,0,2001-09-06 00:00:00,1,0,35.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",44200000.0,7726,1098173231_3,4.0,3
1098173231,하이오토클럽,2,1,1,0,0,0,75,0,0,0,2001-09-06 00:00:00,1,0,35.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",44200000.0,7726,1098173231_4,4.0,4
1018138303,비엘에스,2,1,1,0,0,0,46,0,0,0,1995-04-27 00:00:00,1,0,34.0,0,도매 및 소매업,6920.0,10050,1018138303_1,1.0,1
1018138303,비엘에스,2,1,1,0,0,0,46,0,0,0,1995-04-27 00:00:00,1,0,34.0,0,도매 및 소매업,6920.0,10050,1018138303_2,9.0,2
1018138303,비엘에스,2,1,1,0,0,0,46,0,0,0,1995-04-27 00:00:00,1,0,34.0,0,도매 및 소매업,6920.0,10050,1018138303_3,1.0,3
1018138303,비엘에스,2,1,1,0,0,0,46,0,0,0,1995-04-27 00:00:00,1,0,34.0,0,도매 및 소매업,6920.0,10050,1018138303_4,0.0,4
1018153172,아이파트너즈,2,1,1,0,0,0,58,0,0,0,2000-01-25 00:00:00,1,0,287.0,0,정보통신업,25000.0,8316,1018153172_1,3.0,1
1018153172,아이파트너즈,2,1,1,0,0,0,58,0,0,0,2000-01-25 00:00:00,1,0,287.0,0,정보통신업,25000.0,8316,1018153172_2,0.0,2
1018153172,아이파트너즈,2,1,1,0,0,0,58,0,0,0,2000-01-25 00:00:00,1,0,287.0,0,정보통신업,25000.0,8316,1018153172_3,0.0,3
1018153172,아이파트너즈,2,1,1,0,0,0,58,0,0,0,2000-01-25 00:00:00,1,0,287.0,0,정보통신업,25000.0,8316,1018153172_4,0.0,4
1098157605,서서울자동차산업,2,1,1,0,0,0,68,0,0,0,1999-05-27 00:00:00,1,0,34.0,0,부동산업,2770.0,8559,1098157605_1,5.0,1
1098157605,서서울자동차산업,2,1,1,0,0,0,68,0,0,0,1999-05-27 00:00:00,1,0,34.0,0,부동산업,2770.0,8559,1098157605_2,3.0,2
1098157605,서서울자동차산업,2,1,1,0,0,0,68,0,0,0,1999-05-27 00:00:00,1,0,34.0,0,부동산업,2770.0,8559,1098157605_3,1.0,3
1098157605,서서울자동차산업,2,1,1,0,0,0,68,0,0,0,1999-05-27 00:00:00,1,0,34.0,0,부동산업,2770.0,8559,1098157605_4,1.0,4
1058104692,동승통상,2,1,1,0,0,0,46,0,0,0,1977-08-20 00:00:00,1,0,76.0,0,도매 및 소매업,5370.0,16509,1058104692_1,0.0,1
1058104692,동승통상,2,1,1,0,0,0,46,0,0,0,1977-08-20 00:00:00,1,0,76.0,0,도매 및 소매업,5370.0,16509,1058104692_2,0.0,2
1058104692,동승통상,2,1,1,0,0,0,46,0,0,0,1977-08-20 00:00:00,1,0,76.0,0,도매 및 소매업,5370.0,16509,1058104692_3,3.0,3
1058104692,동승통상,2,1,1,0,0,0,46,0,0,0,1977-08-20 00:00:00,1,0,76.0,0,도매 및 소매업,5370.0,16509,1058104692_4,2.0,4
1048149380,에스티엘글로벌,2,1,1,0,0,0,50,0,0,0,1999-12-29 00:00:00,1,0,16.0,0,운수 및 창고업,15300.0,8343,1048149380_1,9.0,1
1048149380,에스티엘글로벌,2,1,1,0,0,0,50,0,0,0,1999-12-29 00:00:00,1,0,16.0,0,운수 및 창고업,15300.0,8343,1048149380_2,7.0,2
1048149380,에스티엘글로벌,2,1,1,0,0,0,50,0,0,0,1999-12-29 00:00:00,1,0,16.0,0,운수 및 창고업,15300.0,8343,1048149380_3,16.0,3
1048149380,에스티엘글로벌,2,1,1,0,0,0,50,0,0,0,1999-12-29 00:00:00,1,0,16.0,0,운수 및 창고업,15300.0,8343,1048149380_4,1.0,4
1138159015,유로하우징,2,1,1,0,1,0,41,0,0,0,2000-02-14 00:00:00,1,0,18.0,0,건설업,1890000000.0,8296,1138159015_1,3.0,1
1138159015,유로하우징,2,1,1,0,1,0,41,0,0,0,2000-02-14 00:00:00,1,0,18.0,0,건설업,1890000000.0,8296,1138159015_2,7.0,2
1138159015,유로하우징,2,1,1,0,1,0,41,0,0,0,2000-02-14 00:00:00,1,0,18.0,0,건설업,1890000000.0,8296,1138159015_3,8.0,3
1138159015,유로하우징,2,1,1,0,1,0,41,0,0,0,2000-02-14 00:00:00,1,0,18.0,0,건설업,1890000000.0,8296,1138159015_4,6.0,4
1068172820,피닉스컨택트,2,1,1,0,0,0,46,0,0,0,1998-04-14 00:00:00,1,0,56.0,0,도매 및 소매업,797.0,8967,1068172820_1,5.0,1
1068172820,피닉스컨택트,2,1,1,0,0,0,46,0,0,0,1998-04-14 00:00:00,1,0,56.0,0,도매 및 소매업,797.0,8967,1068172820_2,5.0,2
1068172820,피닉스컨택트,2,1,1,0,0,0,46,0,0,0,1998-04-14 00:00:00,1,0,56.0,0,도매 및 소매업,797.0,8967,1068172820_3,3.0,3
1068172820,피닉스컨택트,2,1,1,0,0,0,46,0,0,0,1998-04-14 00:00:00,1,0,56.0,0,도매 및 소매업,797.0,8967,1068172820_4,11.0,4
1108117530,디젠,2,1,1,0,0,0,26,0,0,0,1987-02-03 00:00:00,1,0,54.0,0,제조업,514.0,13055,1108117530_1,28.0,1
1108117530,디젠,2,1,1,0,0,0,26,0,0,0,1987-02-03 00:00:00,1,0,54.0,0,제조업,514.0,13055,1108117530_2,30.0,2
1108117530,디젠,2,1,1,0,0,0,26,0,0,0,1987-02-03 00:00:00,1,0,54.0,0,제조업,514.0,13055,1108117530_3,21.0,3
1108117530,디젠,2,1,1,0,0,0,26,0,0,0,1987-02-03 00:00:00,1,0,54.0,0,제조업,514.0,13055,1108117530_4,15.0,4
1138150009,평화메탈,2,1,1,0,0,0,46,0,0,0,1998-11-21 00:00:00,1,0,12.0,0,도매 및 소매업,2020000.0,8746,1138150009_1,3.0,1
1138150009,평화메탈,2,1,1,0,0,0,46,0,0,0,1998-11-21 00:00:00,1,0,12.0,0,도매 및 소매업,2020000.0,8746,1138150009_2,4.0,2
1138150009,평화메탈,2,1,1,0,0,0,46,0,0,0,1998-11-21 00:00:00,1,0,12.0,0,도매 및 소매업,2020000.0,8746,1138150009_3,4.0,3
1138150009,평화메탈,2,1,1,0,0,0,46,0,0,0,1998-11-21 00:00:00,1,0,12.0,0,도매 및 소매업,2020000.0,8746,1138150009_4,3.0,4
1118128419,포스콤,2,1,1,1,1,0,27,0,0,0,1997-01-17 00:00:00,1,2,101.0,0,제조업,1890.0,9419,1118128419_1,1.0,1
1118128419,포스콤,2,1,1,1,1,0,27,0,0,0,1997-01-17 00:00:00,1,2,101.0,0,제조업,1890.0,9419,1118128419_2,1.0,2
1118128419,포스콤,2,1,1,1,1,0,27,0,0,0,1997-01-17 00:00:00,1,2,101.0,0,제조업,1890.0,9419,1118128419_3,1.0,3
1118128419,포스콤,2,1,1,1,1,0,27,0,0,0,1997-01-17 00:00:00,1,2,101.0,0,제조업,1890.0,9419,1118128419_4,0.0,4
1148153159,건화코포레이션,2,1,1,0,0,0,14,0,0,0,1993-05-12 00:00:00,1,0,17.0,0,제조업,226.0,10765,1148153159_1,3.0,1
1148153159,건화코포레이션,2,1,1,0,0,0,14,0,0,0,1993-05-12 00:00:00,1,0,17.0,0,제조업,226.0,10765,1148153159_2,1.0,2
1148153159,건화코포레이션,2,1,1,0,0,0,14,0,0,0,1993-05-12 00:00:00,1,0,17.0,0,제조업,226.0,10765,1148153159_3,1.0,3
1148153159,건화코포레이션,2,1,1,0,0,0,14,0,0,0,1993-05-12 00:00:00,1,0,17.0,0,제조업,226.0,10765,1148153159_4,4.0,4
1018119742,가나아트갤러리,2,1,1,0,0,0,47,0,0,0,1988-03-08 00:00:00,1,0,18.0,0,도매 및 소매업,18100.0,12656,1018119742_1,5.0,1
1018119742,가나아트갤러리,2,1,1,0,0,0,47,0,0,0,1988-03-08 00:00:00,1,0,18.0,0,도매 및 소매업,18100.0,12656,1018119742_2,10.0,2
1018119742,가나아트갤러리,2,1,1,0,0,0,47,0,0,0,1988-03-08 00:00:00,1,0,18.0,0,도매 및 소매업,18100.0,12656,1018119742_3,8.0,3
1018119742,가나아트갤러리,2,1,1,0,0,0,47,0,0,0,1988-03-08 00:00:00,1,0,18.0,0,도매 및 소매업,18100.0,12656,1018119742_4,7.0,4
1078171881,티에이밸브,2,1,1,0,1,0,29,0,0,0,1999-10-20 00:00:00,1,0,52.0,0,제조업,26.0,8413,1078171881_1,1.0,1
1078171881,티에이밸브,2,1,1,0,1,0,29,0,0,0,1999-10-20 00:00:00,1,0,52.0,0,제조업,26.0,8413,1078171881_2,1.0,2
1078171881,티에이밸브,2,1,1,0,1,0,29,0,0,0,1999-10-20 00:00:00,1,0,52.0,0,제조업,26.0,8413,1078171881_3,0.0,3
1078171881,티에이밸브,2,1,1,0,1,0,29,0,0,0,1999-10-20 00:00:00,1,0,52.0,0,제조업,26.0,8413,1078171881_4,1.0,4
