사업자등록번호,기업명,공기업구분,개인법인구분,본점지점구분,국외투자법인여부,벤처기업여부,상장코드,산업코드1,공공기관유형,중견기업보호여부,본점기업코드,설립일자,설립구분,국가명,직원수,폐업여부,산업코드 대분류,구글 검색량,설립일자(day)
2188108903,일륭금속,2,1,1,0,0,0,25,0,0,0,1988-08-24 00:00:00,1,0,87.0,0,제조업,4.0,12487
2148177728,보명하이텍,2,1,1,0,0,0,29,0,0,0,1994-10-20 00:00:00,1,0,10.0,0,제조업,5.0,10239
3128150227,우리개발,2,1,1,0,0,0,38,0,0,0,2001-08-02 00:00:00,1,0,34.0,0,"수도, 하수 및 폐기물 처리, 원료 재생업",13600000.0,7761
3138105915,함라,2,1,1,0,0,0,23,0,0,0,1998-08-01 00:00:00,1,0,30.0,0,제조업,2340.0,8858
1358145239,엘리종합건설,2,1,1,0,0,0,41,0,0,0,2001-04-12 00:00:00,1,0,13.0,0,건설업,92700.0,7873
2118695038,파고다타워종로,2,1,1,0,0,0,68,0,0,0,2000-04-01 00:00:00,1,0,2.0,0,부동산업,496.0,8249
2158619181,한빛인포텍,2,1,1,0,0,0,26,0,0,0,2001-12-29 00:00:00,1,0,16.0,0,제조업,38.0,7612
6098126242,대동정밀,2,1,1,0,0,0,30,0,0,0,1996-06-27 00:00:00,1,0,79.0,0,제조업,9710.0,9623
1108164673,나이스팜,2,1,1,0,0,0,46,0,0,0,2003-12-23 00:00:00,1,0,18.0,0,도매 및 소매업,2510000.0,6888
1348103444,은성테크닉스,2,1,1,0,0,0,25,0,0,0,1983-09-20 00:00:00,1,0,40.0,0,제조업,93.0,14287
6228110229,한일정밀,2,1,1,1,0,0,30,0,0,0,1995-07-01 00:00:00,1,2,97.0,0,제조업,63900.0,9985
1138165083,한립특수강,2,1,1,0,0,0,24,0,0,0,2000-10-21 00:00:00,1,0,21.0,0,제조업,6.0,8046
4118101343,가산토건,2,1,1,0,0,0,41,0,0,0,1980-11-19 00:00:00,1,0,31.0,0,건설업,640.0,15322
5068104444,스톨베르그앤드삼일,2,1,1,1,0,0,20,0,0,0,1986-10-20 00:00:00,1,2,62.0,0,제조업,3.0,13161
6028129272,엘케이보험중개,2,1,1,0,0,0,66,0,0,0,2003-04-24 00:00:00,1,0,52.0,0,금융 및 보험업,349.0,7131
1168107549,세화기업,2,1,1,0,0,0,68,0,0,0,1983-03-12 00:00:00,1,0,16.0,0,부동산업,16100.0,14479
2118127082,동남주택산업,2,1,1,0,0,0,68,0,0,0,1985-04-15 00:00:00,1,0,4.0,0,부동산업,18900.0,13714
2158130177,우주특수산업,2,1,1,0,0,0,49,0,0,0,1970-10-23 00:00:00,1,0,144.0,0,운수 및 창고업,122000.0,19002
3148120108,한빛레이저,2,1,1,0,0,0,29,0,0,0,1997-10-07 00:00:00,1,0,61.0,0,제조업,3140.0,9156
6178109190,에이비엠,2,1,1,0,0,0,42,0,0,0,1992-06-08 00:00:00,1,0,76.0,0,건설업,1360.0,11103
4088146631,대천유통,2,1,1,0,0,0,56,0,0,0,2001-05-24 00:00:00,1,0,41.0,0,숙박 및 음식점업,13800.0,7831
5018120018,대주기계,2,1,1,0,0,0,29,0,0,0,1996-07-18 00:00:00,1,0,117.0,0,제조업,3510.0,9602
3148517348,강립실업,2,1,2,0,0,0,68,0,0,1,2002-03-18 00:00:00,1,0,3.0,0,부동산업,332.0,7533
2068178385,엠프로미스,2,1,1,0,0,0,47,0,0,0,2003-02-15 00:00:00,1,0,28.0,0,도매 및 소매업,115.0,7199
6088152863,엘티에스코리아,2,1,1,0,0,0,29,0,0,0,2003-06-27 00:00:00,1,0,47.0,0,제조업,10100.0,7067
1388116747,신대한관리,2,1,1,0,0,0,68,0,0,0,1998-05-20 00:00:00,1,0,463.0,0,부동산업,2300000.0,8931
5108107891,정광,2,1,1,0,0,0,68,0,0,0,1998-12-29 00:00:00,1,0,16.0,0,부동산업,8720.0,8708
6158135542,계명티아이,2,1,1,0,0,0,26,0,0,0,2003-12-04 00:00:00,1,0,31.0,0,제조업,274.0,6907
1108151969,에스디어드바이저,2,1,1,0,0,0,68,0,0,0,2001-07-03 00:00:00,1,0,3.0,0,부동산업,1590.0,7791
1248129622,대성공업,2,1,1,0,0,0,30,0,0,0,1995-08-01 00:00:00,1,0,85.0,0,제조업,11200.0,9954
4098115408,호남청과,2,1,1,0,0,0,46,0,0,0,1991-08-05 00:00:00,1,0,37.0,0,도매 및 소매업,11500.0,11411
2208128839,앨트웰,2,1,1,0,0,0,14,0,0,0,1989-05-31 00:00:00,1,0,52.0,0,제조업,96.0,12207
1278163158,동화종합건설,2,1,1,0,0,0,68,0,0,0,1995-07-20 00:00:00,1,0,22.0,0,부동산업,64300.0,9966
1338135507,헵스켐,2,1,1,0,0,0,20,0,0,0,1998-02-01 00:00:00,1,0,33.0,0,제조업,2.0,9039
3068102415,대전청과,2,1,1,0,0,0,46,0,0,0,1979-04-01 00:00:00,1,0,33.0,0,도매 및 소매업,7930.0,15920
1318173000,진원,2,1,1,0,0,0,22,0,0,0,2002-06-20 00:00:00,1,0,90.0,0,제조업,107000.0,7439
6168100013,대양해운,2,1,1,0,0,0,50,0,0,0,1968-12-23 00:00:00,1,0,47.0,0,운수 및 창고업,21700.0,19671
6208118792,대원레미콘,2,1,1,0,0,0,23,0,0,0,1999-02-24 00:00:00,1,0,21.0,0,제조업,2550.0,8651
6038127020,보명금속,2,1,1,0,0,0,31,0,0,0,1995-11-16 00:00:00,1,0,45.0,0,제조업,144.0,9847
1348157159,에이프러스씨엠건축사사무소,2,1,1,0,0,0,72,0,0,0,2000-07-15 00:00:00,1,0,183.0,0,"전문, 과학 및 기술 서비스업",149.0,8144
1368108974,세일정기,2,1,1,0,0,0,29,0,0,0,1988-06-30 00:00:00,1,0,86.0,0,제조업,92700.0,12542
1138137651,에스피씨,2,1,1,0,0,0,20,0,0,0,1994-08-01 00:00:00,1,0,70.0,0,제조업,14100.0,10319
1308147440,에스알아이텍,2,1,1,0,0,0,26,0,0,0,1994-01-20 00:00:00,1,0,3.0,0,제조업,197.0,10512
2188117964,투윈스컴,2,1,1,0,0,0,26,0,0,0,1993-04-01 00:00:00,1,0,102.0,0,제조업,12100.0,10806
2128138660,한빛종합관리,2,1,1,0,0,0,74,0,0,0,1998-02-19 00:00:00,1,0,312.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",10900.0,9021
6098156052,스틸뱅크,2,1,1,0,0,0,68,0,0,0,2002-10-17 00:00:00,1,0,1.0,0,부동산업,33600.0,7320
5028142903,동해보양온천컨벤션호텔,2,1,1,0,0,0,55,0,0,0,1998-04-25 00:00:00,1,0,46.0,0,숙박 및 음식점업,289.0,8956
6108150780,한공건설,2,1,1,0,0,0,41,0,0,0,2001-06-08 00:00:00,1,0,20.0,0,건설업,5590000.0,7816
1308120437,신성이노텍,2,1,1,0,0,0,18,0,0,0,1987-11-24 00:00:00,1,0,111.0,0,제조업,3490.0,12761
3058153167,포텍,2,1,1,0,1,0,27,0,0,0,2002-02-22 00:00:00,1,0,47.0,0,제조업,516.0,7557
1078164658,도담에스테이트,2,1,1,0,0,0,68,0,0,0,1998-06-16 00:00:00,1,0,18.0,0,부동산업,308.0,8904
3058162797,테라에프에이,2,1,1,0,0,0,28,0,0,0,2003-05-01 00:00:00,1,0,15.0,0,제조업,20400000.0,7124
5138103929,세원건설,2,1,1,0,0,0,41,0,0,0,1989-08-17 00:00:00,1,0,43.0,0,건설업,27700.0,12129
1308146868,웰코스,2,1,1,0,0,0,20,0,0,0,1995-05-15 00:00:00,1,0,268.0,0,제조업,9150.0,10032
2128121494,창성에이스산업,2,1,1,0,0,0,29,0,0,0,1989-12-18 00:00:00,1,0,187.0,0,제조업,438.0,12006
2028108359,진영지업,2,1,1,0,0,0,46,0,0,0,1977-07-01 00:00:00,1,0,19.0,0,도매 및 소매업,8.0,16559
1388118522,성호프린트,2,1,1,0,0,0,18,0,0,0,1999-01-01 00:00:00,1,0,51.0,0,제조업,9560.0,8705
6038146274,동남개발잡,2,1,1,0,0,0,75,0,0,0,2001-08-21 00:00:00,1,0,19.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업",864.0,7742
1268124472,키카,2,1,1,0,0,0,46,0,0,0,1996-08-01 00:00:00,1,0,29.0,0,도매 및 소매업,1750.0,9588
1198109982,연호전자,2,1,1,0,0,0,26,0,0,0,1982-10-08 00:00:00,1,0,90.0,0,제조업,5340.0,14634
1338139046,오에스피,2,1,1,0,0,0,46,0,0,0,1999-01-01 00:00:00,1,0,19.0,0,도매 및 소매업,8390.0,8705
1258119281,동진기업,2,1,1,0,0,0,22,0,0,0,1975-08-01 00:00:00,1,0,111.0,0,제조업,36800.0,17259
1048150626,아이디헬스케어그룹,2,1,1,1,0,0,71,0,0,0,2000-02-23 00:00:00,1,1,35.0,0,"전문, 과학 및 기술 서비스업",21400.0,8287
4188109711,일토씨엔엠,2,1,1,0,0,0,42,0,0,0,1992-09-07 00:00:00,4,0,214.0,0,건설업,486.0,11012
2068155344,인산씨앤씨,2,1,1,0,0,0,25,0,0,0,2001-02-20 00:00:00,1,0,23.0,0,제조업,21600.0,7924
2148746168,지엘돈의문디앤씨,2,1,1,0,0,0,68,0,0,0,2003-12-24 00:00:00,1,0,2.0,0,부동산업,2.0,6887
2078131175,경우이앤씨,2,1,1,0,0,0,42,0,0,0,1991-05-23 00:00:00,1,0,72.0,0,건설업,62100.0,11485
3068134858,지엠에스,2,1,1,0,0,0,30,0,0,0,1999-04-19 00:00:00,1,0,76.0,0,제조업,24200.0,8597
5148128957,알메탈,2,1,1,0,0,0,24,0,0,0,1997-11-03 00:00:00,1,0,64.0,0,제조업,20700.0,9129
1398142194,한국가와사키로보틱스,2,1,1,1,0,0,46,0,0,0,1999-07-01 00:00:00,1,2,25.0,0,도매 및 소매업,3960.0,8524
1208195998,그래닛홀딩스,2,1,1,1,0,0,64,0,0,0,1999-11-26 00:00:00,1,2,4.0,0,금융 및 보험업,6.0,8376
2208623066,성일건설,2,1,1,0,0,0,41,0,0,0,2001-10-23 00:00:00,1,0,25.0,0,건설업,9730.0,7679
1048149231,삼우아트,2,1,1,0,0,0,18,0,0,0,2000-01-03 00:00:00,1,0,19.0,0,제조업,832.0,8338
4168109393,픽슨,2,1,1,0,1,0,24,0,0,0,1994-09-01 00:00:00,1,0,25.0,0,제조업,266.0,10288
1388101263,남양진흥기업,2,1,1,0,0,0,41,0,0,0,1969-09-10 00:00:00,1,0,33.0,0,건설업,6980.0,19410
6038108983,광명잉크제조,2,1,1,1,0,0,20,0,0,0,1987-08-27 00:00:00,1,2,131.0,0,제조업,1990.0,12850
5038123573,한국케이블티브이푸른방송,2,1,1,0,0,0,60,0,0,0,1994-03-28 00:00:00,1,0,68.0,0,정보통신업,3960.0,10445
6058131200,박스코,2,1,1,0,1,0,28,0,0,0,1999-04-14 00:00:00,1,0,81.0,0,제조업,138000.0,8602
1288151859,에버켐,2,1,1,0,0,0,46,0,0,0,2000-08-23 00:00:00,1,0,22.0,0,도매 및 소매업,813.0,8105
1078157308,제니코,2,1,1,0,0,0,46,0,0,0,1996-09-23 00:00:00,1,0,18.0,0,도매 및 소매업,43400.0,9535
6108137787,영진기업,2,1,1,0,0,0,30,0,0,0,1999-10-01 00:00:00,1,0,37.0,0,제조업,36400.0,8432
1338132441,히즈시스템,2,1,1,0,0,0,29,0,0,0,1997-04-01 00:00:00,1,0,26.0,0,제조업,272.0,9345
1248123064,라비돌,2,1,1,0,0,0,55,0,0,0,1974-08-23 00:00:00,1,0,65.0,0,숙박 및 음식점업,1670.0,17602
1138120956,유니엔스,2,1,1,0,0,0,29,0,0,0,1990-12-14 00:00:00,1,0,29.0,0,제조업,4010.0,11645
6098108128,성우,2,1,1,0,0,0,29,0,0,0,1991-04-10 00:00:00,1,0,27.0,0,제조업,257000.0,11528
1058603932,엠트랜스,2,1,1,0,0,0,52,0,0,0,1999-10-18 00:00:00,1,0,38.0,0,운수 및 창고업,44400000.0,8415
6168127647,태영건설,2,1,1,0,0,0,68,0,0,0,1999-12-20 00:00:00,1,0,15.0,0,부동산업,98300.0,8352
1248141553,한우리식품,2,1,1,0,0,0,10,0,0,0,1996-01-01 00:00:00,1,0,24.0,0,제조업,772.0,9801
2148612619,보스톤사이언티픽코리아,2,1,1,1,0,0,46,0,0,0,1996-10-29 00:00:00,1,2,130.0,0,도매 및 소매업,752.0,9499
1258141459,성우,2,1,1,0,0,0,46,0,0,0,2002-02-04 00:00:00,1,0,10.0,0,도매 및 소매업,257000.0,7575
5058111603,현우산기,2,1,1,0,0,0,31,0,0,0,1996-01-23 00:00:00,1,0,25.0,0,제조업,5.0,9779
1168136710,프랭클린템플턴투자자문,2,1,1,1,0,0,64,0,0,0,1988-04-01 00:00:00,1,2,26.0,0,금융 및 보험업,267.0,12632
1398113044,단에이앤씨종합건축사사무소,2,1,1,0,1,0,72,0,0,0,1994-04-15 00:00:00,1,0,262.0,0,"전문, 과학 및 기술 서비스업",351.0,10427
1248152176,계명,2,1,1,0,0,0,42,0,0,0,1997-07-30 00:00:00,1,0,98.0,0,건설업,97100.0,9225
5058108812,나원산업,2,1,1,0,0,0,30,0,0,0,1995-02-01 00:00:00,1,0,79.0,0,제조업,521.0,10135
1148177302,로이포스,2,1,1,0,0,0,13,0,0,0,1997-01-27 00:00:00,1,0,47.0,0,제조업,190000.0,9409
1248164712,21세기,2,1,1,0,1,0,29,0,0,0,1999-07-20 00:00:00,1,0,77.0,0,제조업,2030000.0,8505
3128108340,활림건설,2,1,1,0,0,0,41,0,0,0,1990-02-12 00:00:00,1,0,104.0,0,건설업,883.0,11950
6178137279,대신인터내셔날,2,1,1,0,0,0,46,0,0,0,2002-01-02 00:00:00,1,0,45.0,0,도매 및 소매업,16100.0,7608
1348158143,아산,2,1,1,1,0,0,30,0,0,0,2000-08-01 00:00:00,1,2,161.0,0,제조업,2160000.0,8127
1058175799,복정제형,2,1,1,0,0,0,46,0,0,0,1995-12-15 00:00:00,1,0,198.0,0,도매 및 소매업,337.0,9818
6168101517,대유산업,2,1,1,0,0,0,91,0,0,0,1978-03-17 00:00:00,1,0,24.0,0,"예술, 스포츠 및 여가관련 서비스업",62800.0,16300
1258104323,동성화학공업,2,1,1,0,0,0,22,0,0,0,1987-02-02 00:00:00,1,0,150.0,0,제조업,1080.0,13056
3128104553,아라리오,2,1,1,0,0,0,47,0,0,0,1987-04-15 00:00:00,1,0,171.0,0,도매 및 소매업,5500.0,12984
2118153125,에스아이지패키징코리아,2,1,1,1,0,0,17,0,0,0,1984-05-02 00:00:00,1,2,98.0,0,제조업,3.0,14062
1308161025,금강에너텍,2,1,1,0,0,0,28,0,0,0,1999-06-29 00:00:00,1,0,90.0,0,제조업,1030.0,8526
1358146640,구스베,2,1,1,0,0,0,10,0,0,0,2001-07-01 00:00:00,1,0,3.0,0,제조업,785.0,7793
6098161268,제이피엠,2,1,1,0,0,0,30,0,0,0,2003-10-13 00:00:00,1,0,32.0,0,제조업,1060.0,6959
1378143182,진성테크,2,1,1,0,0,0,22,0,0,0,2002-02-15 00:00:00,1,0,78.0,0,제조업,14300.0,7564
1238139812,한국유량계공업,2,1,1,0,0,0,27,0,0,0,1991-04-16 00:00:00,1,0,32.0,0,제조업,117.0,11522
1318151097,제일스텐철강,2,1,1,0,0,0,46,0,0,0,1999-09-28 00:00:00,1,0,32.0,0,도매 및 소매업,1020.0,8435
2018153870,금진해운,2,1,1,0,0,0,50,0,0,0,1996-01-27 00:00:00,1,0,128.0,0,운수 및 창고업,1400.0,9775
1088115238,진주랑,2,1,1,0,0,0,10,0,0,0,1996-12-04 00:00:00,1,0,349.0,0,제조업,28000.0,9463
6048131624,고려노벨화약,2,1,1,0,0,0,20,0,0,0,1993-03-31 00:00:00,1,0,227.0,0,제조업,235.0,10807
1058128957,신스틸,2,1,1,0,0,0,24,0,0,0,1987-10-31 00:00:00,1,0,32.0,0,제조업,86300.0,12785
1198117139,세창인터내쇼날,2,1,1,0,0,0,72,0,0,0,1995-01-01 00:00:00,1,0,26.0,0,"전문, 과학 및 기술 서비스업",81.0,10166
2118644034,하농,2,1,1,0,0,0,46,0,0,0,1994-12-06 00:00:00,1,0,19.0,0,도매 및 소매업,1510.0,10192
1348101766,발레오오토모티브코리아,2,1,1,1,0,0,30,0,0,0,1988-10-15 00:00:00,1,2,191.0,0,제조업,291.0,12435
1058650906,제이웨이브,2,1,1,0,0,0,17,0,0,0,2003-03-03 00:00:00,1,0,28.0,0,제조업,29000.0,7183
5028127561,백산이엔씨,2,1,1,0,0,0,42,0,0,0,1994-09-27 00:00:00,1,0,91.0,0,건설업,340.0,10262
2208676277,알버말코리아,2,1,1,1,0,0,46,0,0,0,2003-12-15 00:00:00,1,2,18.0,0,도매 및 소매업,63.0,6896
4108119480,대호산업,2,1,1,0,0,0,22,0,0,0,1993-07-16 00:00:00,1,0,83.0,0,제조업,23900.0,10700
6028124898,부영마린,2,1,1,0,0,0,34,0,0,0,2002-04-15 00:00:00,1,0,36.0,0,제조업,2450.0,7505
1378149003,건영스틸,2,1,1,0,0,0,46,0,0,0,2002-10-10 00:00:00,1,0,15.0,0,도매 및 소매업,584.0,7327
1348106378,동일에프엔지,2,1,1,0,0,0,10,0,0,0,1976-10-12 00:00:00,1,0,44.0,0,제조업,373.0,16821
5138115838,남곡건설,2,1,1,0,0,0,41,0,0,0,1999-07-06 00:00:00,1,0,33.0,0,건설업,2000.0,8519
1198102499,신한발브공업,2,1,1,0,0,0,30,0,0,0,1973-06-01 00:00:00,1,0,237.0,0,제조업,2.0,18050
2248120125,일우공영,2,1,1,0,0,0,96,0,0,0,2000-09-06 00:00:00,1,0,17.0,0,협회 및 단체,148.0,8091
6228125964,세화골게이트팩,2,1,1,0,0,0,17,0,0,0,1999-08-05 00:00:00,1,0,52.0,0,제조업,0.0,8489
1198109075,정도이앤피,2,1,1,0,0,0,20,0,0,0,1970-03-07 00:00:00,1,0,50.0,0,제조업,1.0,19232
1078103762,동성철강,2,1,1,0,0,0,46,0,0,0,1974-01-01 00:00:00,1,0,9.0,0,도매 및 소매업,7010.0,17836
2158137578,단월드,2,1,1,0,0,0,91,0,0,0,1993-03-01 00:00:00,1,0,600.0,0,"예술, 스포츠 및 여가관련 서비스업",1210.0,10837
3128119129,삼동산업,2,1,1,0,1,0,22,0,0,0,1995-01-27 00:00:00,1,0,198.0,0,제조업,16900.0,10140
1258147185,제이피로지스틱스,2,1,1,0,0,0,52,0,0,0,2003-04-10 00:00:00,1,0,70.0,0,운수 및 창고업,213000.0,7145
1058617421,파워클,2,1,1,0,0,0,46,0,0,0,2000-10-02 00:00:00,1,0,8.0,0,도매 및 소매업,31900.0,8065
2108124627,삼익티디에프,2,1,1,0,0,0,32,0,0,0,1998-09-01 00:00:00,1,0,17.0,0,제조업,961.0,8827
1278126245,명성기업,2,1,1,0,0,0,29,0,0,0,1998-05-20 00:00:00,1,0,37.0,0,제조업,179000.0,8931
6098151552,에스탱크엔지니어링,2,1,1,0,0,0,25,0,0,0,2002-01-19 00:00:00,1,0,118.0,0,제조업,943.0,7591
1348132861,삼우합금공업,2,1,1,0,0,0,24,0,0,0,1996-09-01 00:00:00,1,0,62.0,0,제조업,27.0,9557
1398126457,스피넥스,2,1,1,0,0,0,46,0,0,0,1987-04-04 00:00:00,1,0,45.0,0,도매 및 소매업,149.0,12995
1258133487,와브코코리아,2,1,1,1,0,0,30,0,0,0,2000-07-14 00:00:00,4,2,87.0,0,제조업,10.0,8145
1248168076,민진,2,1,1,0,0,0,22,0,0,0,2000-01-01 00:00:00,1,0,34.0,0,제조업,12100.0,8340
1058132825,대진항운,2,1,1,0,0,0,52,0,0,0,1984-05-25 00:00:00,1,0,24.0,0,운수 및 창고업,4.0,14039
1148629810,투웨니퍼스트,2,1,1,0,0,0,41,0,0,0,2003-08-08 00:00:00,1,0,1.0,0,건설업,1520.0,7025
6158127149,동신모텍,2,1,1,0,0,0,30,0,0,0,2002-07-01 00:00:00,1,0,148.0,0,제조업,881.0,7428
