사업자등록번호,기업명,공기업구분,개인법인구분,본점지점구분,국외투자법인여부,벤처기업여부,상장코드,산업코드1,공공기관유형,중견기업보호여부,본점기업코드,설립일자,설립구분,국가명,직원수,폐업여부,산업코드 대분류
4188117851,부경엔지니어링,2,1,1,0,0,0,72,0,0,0,1998-12-18,1,0,230.0,0,"전문, 과학 및 기술 서비스업"
2248100022,동신운수,2,1,1,0,0,0,49,0,0,0,1969-01-01,1,0,169.0,0,운수 및 창고업
1348100753,신성염직,2,1,1,0,0,0,68,0,0,0,1974-11-01,1,0,7.0,0,부동산업
1288165616,엠투엠코리아,2,1,1,0,0,0,52,0,0,0,2001-12-20,1,0,53.0,0,운수 및 창고업
3128150227,우리개발,2,1,1,0,0,0,38,0,0,0,2001-08-02,1,0,34.0,0,"수도, 하수 및 폐기물 처리, 원료 재생업"
1358145239,엘리종합건설,2,1,1,0,0,0,41,0,0,0,2001-04-12,1,0,13.0,0,건설업
2118695038,파고다타워종로,2,1,1,0,0,0,68,0,0,0,2000-04-01,1,0,2.0,0,부동산업
1108164673,나이스팜,2,1,1,0,0,0,46,0,0,0,2003-12-23,1,0,18.0,0,도매 및 소매업
4118101343,가산토건,2,1,1,0,0,0,41,0,0,0,1980-11-19,1,0,31.0,0,건설업
6028129272,엘케이보험중개,2,1,1,0,0,0,66,0,0,0,2003-04-24,1,0,52.0,0,금융 및 보험업
1168107549,세화기업,2,1,1,0,0,0,68,0,0,0,1983-03-12,1,0,16.0,0,부동산업
2118127082,동남주택산업,2,1,1,0,0,0,68,0,0,0,1985-04-15,1,0,4.0,0,부동산업
2158130177,우주특수산업,2,1,1,0,0,0,49,0,0,0,1970-10-23,1,0,144.0,0,운수 및 창고업
6178109190,에이비엠,2,1,1,0,0,0,42,0,0,0,1992-06-08,1,0,76.0,0,건설업
4088146631,대천유통,2,1,1,0,0,0,56,0,0,0,2001-05-24,1,0,41.0,0,숙박 및 음식점업
3148517348,강립실업,2,1,2,0,0,0,68,0,0,1,2002-03-18,1,0,3.0,0,부동산업
2068178385,엠프로미스,2,1,1,0,0,0,47,0,0,0,2003-02-15,1,0,28.0,0,도매 및 소매업
1388116747,신대한관리,2,1,1,0,0,0,68,0,0,0,1998-05-20,1,0,463.0,0,부동산업
5108107891,정광,2,1,1,0,0,0,68,0,0,0,1998-12-29,1,0,16.0,0,부동산업
1108151969,에스디어드바이저,2,1,1,0,0,0,68,0,0,0,2001-07-03,1,0,3.0,0,부동산업
4098115408,호남청과,2,1,1,0,0,0,46,0,0,0,1991-08-05,1,0,37.0,0,도매 및 소매업
1278163158,동화종합건설,2,1,1,0,0,0,68,0,0,0,1995-07-20,1,0,22.0,0,부동산업
3068102415,대전청과,2,1,1,0,0,0,46,0,0,0,1979-04-01,1,0,33.0,0,도매 및 소매업
6168100013,대양해운,2,1,1,0,0,0,50,0,0,0,1968-12-23,1,0,47.0,0,운수 및 창고업
1348157159,에이프러스씨엠건축사사무소,2,1,1,0,0,0,72,0,0,0,2000-07-15,1,0,183.0,0,"전문, 과학 및 기술 서비스업"
2128138660,한빛종합관리,2,1,1,0,0,0,74,0,0,0,1998-02-19,1,0,312.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업"
6098156052,스틸뱅크,2,1,1,0,0,0,68,0,0,0,2002-10-17,1,0,1.0,0,부동산업
5028142903,동해보양온천컨벤션호텔,2,1,1,0,0,0,55,0,0,0,1998-04-25,1,0,46.0,0,숙박 및 음식점업
6108150780,한공건설,2,1,1,0,0,0,41,0,0,0,2001-06-08,1,0,20.0,0,건설업
1078164658,도담에스테이트,2,1,1,0,0,0,68,0,0,0,1998-06-16,1,0,18.0,0,부동산업
5138103929,세원건설,2,1,1,0,0,0,41,0,0,0,1989-08-17,1,0,43.0,0,건설업
2028108359,진영지업,2,1,1,0,0,0,46,0,0,0,1977-07-01,1,0,19.0,0,도매 및 소매업
6038146274,동남개발잡,2,1,1,0,0,0,75,0,0,0,2001-08-21,1,0,19.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업"
1268124472,키카,2,1,1,0,0,0,46,0,0,0,1996-08-01,1,0,29.0,0,도매 및 소매업
1338139046,오에스피,2,1,1,0,0,0,46,0,0,0,1999-01-01,1,0,19.0,0,도매 및 소매업
1048150626,아이디헬스케어그룹,2,1,1,1,0,0,71,0,0,0,2000-02-23,1,1,35.0,0,"전문, 과학 및 기술 서비스업"
4188109711,일토씨엔엠,2,1,1,0,0,0,42,0,0,0,1992-09-07,4,0,214.0,0,건설업
2148746168,지엘돈의문디앤씨,2,1,1,0,0,0,68,0,0,0,2003-12-24,1,0,2.0,0,부동산업
2078131175,경우이앤씨,2,1,1,0,0,0,42,0,0,0,1991-05-23,1,0,72.0,0,건설업
1398142194,한국가와사키로보틱스,2,1,1,1,0,0,46,0,0,0,1999-07-01,1,2,25.0,0,도매 및 소매업
1208195998,그래닛홀딩스,2,1,1,1,0,0,64,0,0,0,1999-11-26,1,2,4.0,0,금융 및 보험업
2208623066,성일건설,2,1,1,0,0,0,41,0,0,0,2001-10-23,1,0,25.0,0,건설업
1388101263,남양진흥기업,2,1,1,0,0,0,41,0,0,0,1969-09-10,1,0,33.0,0,건설업
5038123573,한국케이블티브이푸른방송,2,1,1,0,0,0,60,0,0,0,1994-03-28,1,0,68.0,0,정보통신업
1288151859,에버켐,2,1,1,0,0,0,46,0,0,0,2000-08-23,1,0,22.0,0,도매 및 소매업
1078157308,제니코,2,1,1,0,0,0,46,0,0,0,1996-09-23,1,0,18.0,0,도매 및 소매업
1248123064,라비돌,2,1,1,0,0,0,55,0,0,0,1974-08-23,1,0,65.0,0,숙박 및 음식점업
1058603932,엠트랜스,2,1,1,0,0,0,52,0,0,0,1999-10-18,1,0,38.0,0,운수 및 창고업
6168127647,태영건설,2,1,1,0,0,0,68,0,0,0,1999-12-20,1,0,15.0,0,부동산업
2148612619,보스톤사이언티픽코리아,2,1,1,1,0,0,46,0,0,0,1996-10-29,1,2,130.0,0,도매 및 소매업
1258141459,성우,2,1,1,0,0,0,46,0,0,0,2002-02-04,1,0,10.0,0,도매 및 소매업
1168136710,프랭클린템플턴투자자문,2,1,1,1,0,0,64,0,0,0,1988-04-01,1,2,26.0,0,금융 및 보험업
1398113044,단에이앤씨종합건축사사무소,2,1,1,0,1,0,72,0,0,0,1994-04-15,1,0,262.0,0,"전문, 과학 및 기술 서비스업"
1248152176,계명,2,1,1,0,0,0,42,0,0,0,1997-07-30,1,0,98.0,0,건설업
3128108340,활림건설,2,1,1,0,0,0,41,0,0,0,1990-02-12,1,0,104.0,0,건설업
6178137279,대신인터내셔날,2,1,1,0,0,0,46,0,0,0,2002-01-02,1,0,45.0,0,도매 및 소매업
1058175799,복정제형,2,1,1,0,0,0,46,0,0,0,1995-12-15,1,0,198.0,0,도매 및 소매업
6168101517,대유산업,2,1,1,0,0,0,91,0,0,0,1978-03-17,1,0,24.0,0,"예술, 스포츠 및 여가관련 서비스업"
3128104553,아라리오,2,1,1,0,0,0,47,0,0,0,1987-04-15,1,0,171.0,0,도매 및 소매업
1318151097,제일스텐철강,2,1,1,0,0,0,46,0,0,0,1999-09-28,1,0,32.0,0,도매 및 소매업
2018153870,금진해운,2,1,1,0,0,0,50,0,0,0,1996-01-27,1,0,128.0,0,운수 및 창고업
1198117139,세창인터내쇼날,2,1,1,0,0,0,72,0,0,0,1995-01-01,1,0,26.0,0,"전문, 과학 및 기술 서비스업"
2118644034,하농,2,1,1,0,0,0,46,0,0,0,1994-12-06,1,0,19.0,0,도매 및 소매업
5028127561,백산이엔씨,2,1,1,0,0,0,42,0,0,0,1994-09-27,1,0,91.0,0,건설업
2208676277,알버말코리아,2,1,1,1,0,0,46,0,0,0,2003-12-15,1,2,18.0,0,도매 및 소매업
1378149003,건영스틸,2,1,1,0,0,0,46,0,0,0,2002-10-10,1,0,15.0,0,도매 및 소매업
5138115838,남곡건설,2,1,1,0,0,0,41,0,0,0,1999-07-06,1,0,33.0,0,건설업
2248120125,일우공영,2,1,1,0,0,0,96,0,0,0,2000-09-06,1,0,17.0,0,협회 및 단체
1078103762,동성철강,2,1,1,0,0,0,46,0,0,0,1974-01-01,1,0,9.0,0,도매 및 소매업
2158137578,단월드,2,1,1,0,0,0,91,0,0,0,1993-03-01,1,0,600.0,0,"예술, 스포츠 및 여가관련 서비스업"
1258147185,제이피로지스틱스,2,1,1,0,0,0,52,0,0,0,2003-04-10,1,0,70.0,0,운수 및 창고업
1058617421,파워클,2,1,1,0,0,0,46,0,0,0,2000-10-02,1,0,8.0,0,도매 및 소매업
1398126457,스피넥스,2,1,1,0,0,0,46,0,0,0,1987-04-04,1,0,45.0,0,도매 및 소매업
1058132825,대진항운,2,1,1,0,0,0,52,0,0,0,1984-05-25,1,0,24.0,0,운수 및 창고업
1148629810,투웨니퍼스트,2,1,1,0,0,0,41,0,0,0,2003-08-08,1,0,1.0,0,건설업
1178148825,케이디앤70,2,1,1,0,0,0,68,0,0,0,2004-01-07,1,0,2.0,0,부동산업
1228160078,한국커피물류,2,1,1,0,0,0,46,0,0,0,1999-12-01,1,0,14.0,0,도매 및 소매업
1078180508,엠케이켐앤텍,2,1,1,0,0,0,46,0,0,0,2000-04-01,1,0,121.0,0,도매 및 소매업
6048113854,동일도기타일,2,1,1,0,0,0,46,0,0,0,1990-07-11,1,0,9.0,0,도매 및 소매업
6128106034,신세기건설,2,1,1,0,0,0,68,0,0,0,1996-05-13,1,0,10.0,0,부동산업
1328100010,남양저축은행,2,1,1,0,0,0,64,0,1,0,1983-02-16,1,0,33.0,0,금융 및 보험업
2048125086,어나더필,2,1,1,0,0,0,68,0,0,0,1986-01-27,1,0,3.0,0,부동산업
5028148101,한빛식품,2,1,1,0,0,0,46,0,0,0,1999-08-19,1,0,23.0,0,도매 및 소매업
1208128354,원우성업,2,1,1,0,0,0,46,0,0,0,1993-05-25,1,0,4.0,0,도매 및 소매업
4168116119,서강기업,2,1,1,0,0,0,49,0,0,0,1985-11-20,1,0,162.0,0,운수 및 창고업
2118655017,블루포트,2,1,1,1,0,0,46,0,0,0,1999-08-06,1,2,30.0,0,도매 및 소매업
1238174992,일신이앤씨,2,1,1,0,0,0,72,0,0,0,2002-01-28,1,0,253.0,0,"전문, 과학 및 기술 서비스업"
6218155844,경일,2,1,1,0,0,0,52,0,0,0,2003-08-28,1,0,32.0,0,운수 및 창고업
2208129556,마스터스인터내셔널,2,1,1,0,0,0,46,0,0,0,1990-04-14,1,0,27.0,0,도매 및 소매업
1208643350,플레이스엠,2,1,1,0,0,0,75,0,0,0,2002-10-15,1,0,37.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업"
6108126354,남국종합건설,2,1,1,0,0,0,41,0,0,0,1996-08-20,1,0,27.0,0,건설업
2028142279,새한실리켐,2,1,1,0,0,0,46,0,0,0,1992-01-01,1,0,24.0,0,도매 및 소매업
1098173231,하이오토클럽,2,1,1,0,0,0,75,0,0,0,2001-09-06,1,0,35.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업"
1018138303,비엘에스,2,1,1,0,0,0,46,0,0,0,1995-04-27,1,0,34.0,0,도매 및 소매업
1018153172,아이파트너즈,2,1,1,0,0,0,58,0,0,0,2000-01-25,1,0,287.0,0,정보통신업
3038126403,우일건설,2,1,1,0,0,0,41,0,0,0,2000-05-16,1,0,56.0,0,건설업
2208615023,유미특허법인,2,1,1,0,0,0,71,0,0,0,2001-07-02,99,0,196.0,0,"전문, 과학 및 기술 서비스업"
3128166850,저스트원,2,1,1,0,0,0,68,0,0,0,2004-01-19,1,0,1.0,0,부동산업
3148123726,그린씨에스,2,1,1,0,0,0,75,0,0,0,1998-11-30,1,0,780.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업"
2018154772,세영엔터프라이즈,2,1,1,0,0,0,68,0,0,0,1986-06-19,1,0,4.0,0,부동산업
2088110310,서울경제신문,2,1,1,1,0,0,58,0,0,0,1990-01-03,1,2,289.0,0,정보통신업
1358155421,일진알미늄,2,1,1,0,0,0,46,0,0,0,2002-07-01,1,0,14.0,0,도매 및 소매업
4168111171,대주기업,2,1,1,0,0,0,49,0,0,0,1995-04-06,1,0,111.0,0,운수 및 창고업
4088103379,광주관광개발,2,1,1,0,0,0,91,0,0,0,1983-10-01,1,0,54.0,0,"예술, 스포츠 및 여가관련 서비스업"
1098157605,서서울자동차산업,2,1,1,0,0,0,68,0,0,0,1999-05-27,1,0,34.0,0,부동산업
2298105357,원중철강,2,1,1,0,0,0,46,0,0,0,1994-02-07,1,0,8.0,0,도매 및 소매업
6108149226,오드펠터미널코리아,2,1,1,1,0,0,52,0,0,0,2001-03-28,1,2,61.0,0,운수 및 창고업
3058138735,오페라,2,1,1,0,0,0,68,0,0,0,2002-07-01,1,0,3.0,0,부동산업
2118637362,비룡소,2,1,1,0,0,0,58,0,0,0,1995-08-01,1,0,48.0,0,정보통신업
4088100125,함평엘리체컨트리클럽,2,1,1,0,0,0,91,0,0,0,1980-12-01,1,0,30.0,0,"예술, 스포츠 및 여가관련 서비스업"
2118612866,레스모아,2,1,1,0,0,0,47,0,0,0,1996-02-03,1,0,1.0,0,도매 및 소매업
2048160045,상하건설,2,1,1,0,0,0,42,0,0,0,2001-07-20,1,0,32.0,0,건설업
1208655399,디알엠씨티,2,1,1,0,0,0,68,0,0,0,2003-07-15,1,0,12.0,0,부동산업
1058104692,동승통상,2,1,1,0,0,0,46,0,0,0,1977-08-20,1,0,76.0,0,도매 및 소매업
1248125854,오성개발,2,1,1,0,0,0,38,0,0,0,1994-02-05,1,0,28.0,0,"수도, 하수 및 폐기물 처리, 원료 재생업"
1198106947,보영운수,2,1,1,0,0,0,49,0,0,0,1970-10-20,1,0,220.0,0,운수 및 창고업
1048149380,에스티엘글로벌,2,1,1,0,0,0,50,0,0,0,1999-12-29,1,0,16.0,0,운수 및 창고업
2208603094,베리미디어,2,1,1,0,0,0,59,0,0,0,2001-01-02,1,0,46.0,0,정보통신업
1278104178,와이티씨,2,1,1,0,0,0,68,0,0,0,1980-06-27,1,0,4.0,0,부동산업
3148130678,경원알미늄,2,1,1,0,1,0,42,0,0,0,2000-02-10,1,0,56.0,0,건설업
1138159015,유로하우징,2,1,1,0,1,0,41,0,0,0,2000-02-14,1,0,18.0,0,건설업
2118646575,강일기업,2,1,1,0,0,0,75,0,0,0,1998-10-14,1,0,880.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업"
3128129549,동아산업,2,1,1,0,0,0,42,0,0,0,1998-01-21,1,0,38.0,0,건설업
1308176310,현해건설,2,1,1,0,0,0,41,0,0,0,2001-01-29,1,0,51.0,0,건설업
2118690498,아이소바코리아,2,1,1,0,0,0,71,0,0,0,2000-02-01,1,0,21.0,0,"전문, 과학 및 기술 서비스업"
1218161190,투바앤,2,1,1,0,1,0,59,0,0,0,2003-05-27,1,0,115.0,0,정보통신업
1348166717,동진이코노,2,1,1,0,0,0,46,0,0,0,2001-04-01,1,0,22.0,0,도매 및 소매업
1068172820,피닉스컨택트,2,1,1,0,0,0,46,0,0,0,1998-04-14,1,0,56.0,0,도매 및 소매업
6108155617,태성환경연구소,2,1,1,0,0,0,72,0,0,0,2001-12-28,1,0,65.0,0,"전문, 과학 및 기술 서비스업"
6168102739,삼영교통,2,1,1,0,0,0,49,0,0,0,1983-07-01,1,0,293.0,0,운수 및 창고업
6208106559,성전사,2,1,1,0,0,0,42,0,0,0,1986-06-27,1,0,58.0,0,건설업
3018153578,테스트테크,2,1,1,0,0,0,72,0,0,0,2001-07-01,1,0,473.0,0,"전문, 과학 및 기술 서비스업"
6168105508,유성건설,2,1,1,0,0,0,41,0,0,0,1989-12-01,1,0,39.0,0,건설업
2148670297,제주로지스틱스,2,1,1,0,0,0,52,0,0,0,2000-10-27,1,0,43.0,0,운수 및 창고업
2208107227,쌍마건영,2,1,1,0,0,0,68,0,0,0,1994-02-16,1,0,3.0,0,부동산업
5058108961,우석종합건설,2,1,1,0,0,0,41,0,0,0,1995-01-01,1,0,48.0,0,건설업
1198130845,와이케이건기,2,1,1,0,0,0,46,0,0,0,1999-05-25,1,0,87.0,0,도매 및 소매업
1138150009,평화메탈,2,1,1,0,0,0,46,0,0,0,1998-11-21,1,0,12.0,0,도매 및 소매업
6168129140,세양물류,2,1,1,0,0,0,68,0,0,0,2000-05-12,1,0,33.0,0,부동산업
2048145272,세광인터내셔날네트워크,2,1,1,0,0,0,46,0,0,0,1999-11-17,1,0,24.0,0,도매 및 소매업
1218120433,선우철강,2,1,1,0,0,0,46,0,0,0,1994-07-16,1,0,21.0,0,도매 및 소매업
6078135371,씨에스에프,2,1,1,0,0,0,46,0,0,0,1996-07-01,1,0,44.0,0,도매 및 소매업
2118600297,신한인터피아,2,1,1,0,0,0,68,0,0,0,1993-12-28,1,0,4.0,0,부동산업
1348103615,제일스포츠센타,2,1,1,0,0,0,91,0,0,0,1982-11-02,1,0,80.0,0,"예술, 스포츠 및 여가관련 서비스업"
3118113137,행담도개발,2,1,1,0,0,0,68,0,0,0,1999-08-20,1,0,1.0,0,부동산업
1018119742,가나아트갤러리,2,1,1,0,0,0,47,0,0,0,1988-03-08,1,0,18.0,0,도매 및 소매업
6068129309,경진인터내셔날,2,1,1,0,0,0,68,0,0,0,2000-09-01,1,0,2.0,0,부동산업
1388113134,코렉스,2,1,1,0,0,0,46,0,0,0,1997-01-01,1,0,10.0,0,도매 및 소매업
1018199858,비케이벨리,2,1,1,0,0,0,68,0,0,0,2009-05-22,1,0,1.0,0,부동산업
1078166898,엔키아,2,1,1,0,1,0,58,0,0,0,1999-02-25,1,0,183.0,0,정보통신업
1208619622,삼진엠피에스,2,1,1,0,0,0,96,0,0,0,2001-04-04,1,0,245.0,0,협회 및 단체
2138610020,매크로통상,2,1,1,0,0,0,46,0,0,0,1995-06-12,1,0,67.0,0,도매 및 소매업
2208121855,이튼인더스트리즈,2,1,1,1,0,0,46,0,0,0,1991-08-05,4,2,181.0,0,도매 및 소매업
2078152087,에스제이피플,2,1,1,0,0,0,46,0,0,0,1998-06-02,1,0,60.0,0,도매 및 소매업
2148673197,리배산업,2,1,1,0,0,0,46,0,0,0,2000-12-21,1,0,21.0,0,도매 및 소매업
2118713620,필라테크,2,1,1,0,0,0,46,0,0,0,2002-05-03,1,0,162.0,0,도매 및 소매업
1208654385,마리진,2,1,1,1,0,0,96,0,0,0,2003-06-27,1,2,85.0,0,협회 및 단체
3058140342,예람,2,1,1,0,0,0,63,0,0,0,2000-09-15,1,0,62.0,0,정보통신업
1208143530,안호모터스,2,1,1,0,0,0,45,0,0,0,1975-03-18,1,0,44.0,0,도매 및 소매업
6178137793,마스텍중공업,2,1,1,0,0,0,72,0,0,0,2002-01-31,1,0,16.0,0,"전문, 과학 및 기술 서비스업"
1198138186,에이치케이안전시스템,2,1,1,0,0,0,42,0,0,0,2000-04-28,1,0,104.0,0,건설업
2208124527,한국펩시콜라,2,1,1,1,0,0,46,0,0,0,1993-12-10,1,2,17.0,0,도매 및 소매업
6028114750,포천마린,2,1,1,0,0,0,50,0,0,0,1999-06-01,1,0,77.0,0,운수 및 창고업
3098104144,성환건설,2,1,1,0,0,0,41,0,0,0,1996-08-28,1,0,23.0,0,건설업
3068102360,대전고속버스터미널,2,1,1,0,0,0,52,0,0,0,1979-02-20,1,0,12.0,0,운수 및 창고업
1308135380,텔라움,2,1,1,0,1,1,46,0,0,0,1993-05-07,1,0,30.0,0,도매 및 소매업
1208157242,온투이노베이션코리아,2,1,1,1,0,0,46,0,0,0,1995-12-27,1,2,114.0,0,도매 및 소매업
2118657387,케이에이치엠홀딩스,2,1,1,0,0,0,68,0,0,0,2013-06-17,1,0,6.0,0,부동산업
6108104307,대흥산업,2,1,1,0,0,0,38,0,0,0,1987-03-01,1,0,24.0,0,"수도, 하수 및 폐기물 처리, 원료 재생업"
2068174341,신진미트,2,1,1,0,0,0,46,0,0,0,2002-09-03,1,0,4.0,0,도매 및 소매업
2188101346,창미,2,1,1,0,0,0,68,0,0,0,1973-03-22,1,0,8.0,0,부동산업
1048159419,광진선박,2,1,1,0,0,0,50,0,0,0,2001-01-16,1,0,10.0,0,운수 및 창고업
1098173814,연우산업개발,2,1,1,0,0,0,63,0,0,0,2001-09-17,1,0,5.0,0,정보통신업
5028152487,코그,2,1,1,0,1,0,58,0,0,0,2000-05-10,1,0,222.0,0,정보통신업
1398134073,삼삼기업,2,1,1,0,0,0,42,0,0,0,1997-12-29,1,0,30.0,0,건설업
2118600429,한국브렌슨,2,1,1,0,0,0,46,0,0,0,1993-12-29,1,0,64.0,0,도매 및 소매업
1048127085,모락스,2,1,1,0,0,0,52,0,0,0,1987-07-02,1,0,60.0,0,운수 및 창고업
1328127945,부민통신,2,1,1,0,0,0,42,0,0,0,1998-04-13,1,0,161.0,0,건설업
1288156612,우호건설,2,1,1,0,0,0,41,0,0,0,2001-02-28,1,0,148.0,0,건설업
1288152052,평화유통,2,1,1,0,0,0,46,0,0,0,2000-09-15,1,0,12.0,0,도매 및 소매업
1198121730,선진금속,2,1,1,0,0,0,46,0,0,0,1996-07-16,1,0,16.0,0,도매 및 소매업
2218119949,더케이소피아그린,2,1,1,0,0,0,91,0,0,0,2001-10-09,1,0,35.0,0,"예술, 스포츠 및 여가관련 서비스업"
1068151785,세양폴리머,2,1,1,0,0,0,46,0,0,0,1985-07-02,1,0,101.0,0,도매 및 소매업
2138195999,그레이스인터내셔날,2,1,1,0,0,0,46,0,0,0,1991-06-27,1,0,99.0,0,도매 및 소매업
2208106999,경풍약품,2,1,1,0,0,0,46,0,0,0,1988-08-25,1,0,32.0,0,도매 및 소매업
1078127371,백산철강,2,1,1,0,0,0,46,0,0,0,1990-02-10,1,0,29.0,0,도매 및 소매업
3128121775,부경,2,1,1,0,0,0,41,0,0,0,1995-09-25,1,0,17.0,0,건설업
2258102116,신동,2,1,1,0,0,0,7,0,0,0,1990-11-01,1,0,49.0,0,광업
2108103340,영신여객자동차,2,1,1,0,0,0,49,0,0,0,1966-06-14,1,0,162.0,0,운수 및 창고업
1228133192,금화저축은행,2,1,1,0,0,0,64,0,1,0,1970-11-20,1,0,37.0,0,금융 및 보험업
3018119298,청우종합건축사사무소,2,1,1,0,0,0,72,0,0,0,1994-01-05,1,0,400.0,0,"전문, 과학 및 기술 서비스업"
2298114064,시스멕스코리아,2,1,1,1,0,0,46,0,0,0,1996-04-01,1,2,108.0,0,도매 및 소매업
6078157375,길민,2,1,1,0,0,0,41,0,0,0,2002-01-09,1,0,1.0,0,건설업
2248127225,지프러스,2,1,1,0,0,0,55,0,0,0,2002-11-26,1,0,2.0,0,숙박 및 음식점업
1058134560,정도진흥기업,2,1,1,0,0,0,68,0,0,0,1980-03-06,1,0,17.0,0,부동산업
1068193204,미래아이엔씨,2,1,1,0,0,0,62,0,0,0,2000-09-14,1,0,162.0,0,정보통신업
1208138527,노보노디스크제약,2,1,1,1,0,0,46,0,0,0,1994-05-03,1,2,213.0,0,도매 및 소매업
2118654420,아이베스트투자,2,1,1,0,0,0,64,0,0,0,1999-07-15,1,0,6.0,0,금융 및 보험업
2058124741,대양엔바이오,2,1,1,0,0,0,37,0,0,0,1991-08-01,1,0,265.0,0,"수도, 하수 및 폐기물 처리, 원료 재생업"
2098127833,상리건설,2,1,1,0,0,0,41,0,0,0,2001-02-15,1,0,38.0,0,건설업
2118727333,삼양엘앤디,2,1,1,0,0,0,52,0,0,0,2003-01-22,1,0,7.0,0,운수 및 창고업
1318143151,만월산터널,2,1,1,0,0,0,52,0,0,0,1997-01-03,1,0,6.0,0,운수 및 창고업
5138121932,한길,2,1,1,0,0,0,91,0,0,0,2001-04-01,1,0,60.0,0,"예술, 스포츠 및 여가관련 서비스업"
5148135384,성창에프앤지,2,1,1,0,0,0,46,0,0,0,2000-02-01,1,0,86.0,0,도매 및 소매업
1188111957,아프로산업,2,1,1,0,0,0,46,0,0,0,1995-06-07,1,0,16.0,0,도매 및 소매업
4088123002,세운건설,2,1,1,0,0,0,41,0,0,0,1995-06-15,1,0,34.0,0,건설업
1348123358,동호전기,2,1,1,0,0,0,46,0,0,0,1994-11-17,1,0,10.0,0,도매 및 소매업
1168118615,대교산업,2,1,1,0,0,0,74,0,0,0,1987-06-26,1,0,842.0,0,"사업시설 관리, 사업 지원 및 임대 서비스업"
1238130859,안양역사,2,1,1,0,0,0,68,0,0,0,1992-12-30,1,0,8.0,0,부동산업
2298108878,하이콘엔지니어링,2,1,1,0,0,0,72,0,0,0,1996-07-04,1,0,201.0,0,"전문, 과학 및 기술 서비스업"
2138166325,크로네스코리아,2,1,1,1,0,0,46,0,0,0,1992-10-30,1,2,60.0,0,도매 및 소매업
2118669582,브이티더블유,2,1,1,0,0,0,71,0,0,0,2000-11-30,1,0,120.0,0,"전문, 과학 및 기술 서비스업"
1248179914,티에이치이,2,1,1,0,0,0,46,0,0,0,2001-01-02,1,0,13.0,0,도매 및 소매업
