사업자등록번호,기업명,공기업구분,개인법인구분,본점지점구분,국외투자법인여부,벤처기업여부,상장코드,산업코드1,공공기관유형,중견기업보호여부,본점기업코드,설립일자,설립구분,국가명,직원수,폐업여부,산업코드 대분류
1358146640,구스베,2,1,1,0,0,0,10,0,0,0,2001-07-01,1,0,3.0,0,제조업
6098161268,제이피엠,2,1,1,0,0,0,30,0,0,0,2003-10-13,1,0,32.0,0,제조업
1378143182,진성테크,2,1,1,0,0,0,22,0,0,0,2002-02-15,1,0,78.0,0,제조업
1238139812,한국유량계공업,2,1,1,0,0,0,27,0,0,0,1991-04-16,1,0,32.0,0,제조업
1088115238,진주랑,2,1,1,0,0,0,10,0,0,0,1996-12-04,1,0,349.0,0,제조업
6048131624,고려노벨화약,2,1,1,0,0,0,20,0,0,0,1993-03-31,1,0,227.0,0,제조업
1058128957,신스틸,2,1,1,0,0,0,24,0,0,0,1987-10-31,1,0,32.0,0,제조업
1348101766,발레오오토모티브코리아,2,1,1,1,0,0,30,0,0,0,1988-10-15,1,2,191.0,0,제조업
1058650906,제이웨이브,2,1,1,0,0,0,17,0,0,0,2003-03-03,1,0,28.0,0,제조업
4108119480,대호산업,2,1,1,0,0,0,22,0,0,0,1993-07-16,1,0,83.0,0,제조업
6028124898,부영마린,2,1,1,0,0,0,34,0,0,0,2002-04-15,1,0,36.0,0,제조업
1348106378,동일에프엔지,2,1,1,0,0,0,10,0,0,0,1976-10-12,1,0,44.0,0,제조업
1198102499,신한발브공업,2,1,1,0,0,0,30,0,0,0,1973-06-01,1,0,237.0,0,제조업
6228125964,세화골게이트팩,2,1,1,0,0,0,17,0,0,0,1999-08-05,1,0,52.0,0,제조업
1198109075,정도이앤피,2,1,1,0,0,0,20,0,0,0,1970-03-07,1,0,50.0,0,제조업
3128119129,삼동산업,2,1,1,0,1,0,22,0,0,0,1995-01-27,1,0,198.0,0,제조업
2108124627,삼익티디에프,2,1,1,0,0,0,32,0,0,0,1998-09-01,1,0,17.0,0,제조업
1278126245,명성기업,2,1,1,0,0,0,29,0,0,0,1998-05-20,1,0,37.0,0,제조업
6098151552,에스탱크엔지니어링,2,1,1,0,0,0,25,0,0,0,2002-01-19,1,0,118.0,0,제조업
1348132861,삼우합금공업,2,1,1,0,0,0,24,0,0,0,1996-09-01,1,0,62.0,0,제조업
1258133487,와브코코리아,2,1,1,1,0,0,30,0,0,0,2000-07-14,4,2,87.0,0,제조업
1248168076,민진,2,1,1,0,0,0,22,0,0,0,2000-01-01,1,0,34.0,0,제조업
6158127149,동신모텍,2,1,1,0,0,0,30,0,0,0,2002-07-01,1,0,148.0,0,제조업
1178118879,동학식품,2,1,1,0,0,0,10,0,0,0,1997-03-17,1,0,75.0,0,제조업
1318181121,성원하이드로릭스,2,1,1,0,0,0,30,0,0,0,2003-10-01,1,0,74.0,0,제조업
2038156704,리본,2,1,1,0,0,0,14,0,0,0,1995-01-01,1,0,40.0,0,제조업
3128131690,엠이씨,2,1,1,0,0,0,26,0,0,0,1998-11-05,1,0,86.0,0,제조업
5058105509,제일금속,2,1,1,0,0,0,30,0,0,0,1991-02-01,1,0,80.0,0,제조업
1348115300,레디드림,2,1,1,0,0,0,20,0,0,0,1990-06-08,1,0,4.0,0,제조업
1398122446,대영산전,2,1,1,0,0,0,28,0,0,0,1995-07-01,1,0,56.0,0,제조업
1238175370,휴비딕,2,1,1,1,0,0,27,0,0,0,2002-02-02,1,2,98.0,0,제조업
6098137512,신진로기계공업,2,1,1,0,0,0,29,0,0,0,1999-07-01,1,0,30.0,0,제조업
1338126099,광성강관공업,2,1,1,0,0,0,24,0,0,0,1992-05-01,1,0,71.0,0,제조업
1268167258,하이디스테크놀로지,2,1,1,1,0,0,26,0,0,0,2002-11-25,1,2,10.0,0,제조업
2208160561,리뉴시스템,2,1,1,0,0,0,33,0,0,0,1999-04-14,1,0,49.0,0,제조업
1318153173,재원산업기계,2,1,1,0,0,0,29,0,0,0,2000-01-08,1,0,34.0,0,제조업
2028163648,엔바이오컨스,2,1,1,0,0,0,29,0,0,0,1999-04-27,1,0,95.0,0,제조업
3038103905,대흥레미콘,2,1,1,0,0,0,23,0,0,0,1989-11-27,1,0,16.0,0,제조업
6068142466,트렉스타,2,1,1,0,1,0,15,0,0,0,1991-10-01,1,0,195.0,0,제조업
1268163626,래피젠,2,1,1,0,0,0,27,0,0,0,2002-06-18,1,0,240.0,0,제조업
2138121425,퓨리텍,2,1,1,0,0,0,14,0,0,0,1987-12-28,1,0,193.0,0,제조업
5038148609,텍스존,2,1,1,0,1,0,20,0,0,0,2001-01-18,1,0,53.0,0,제조업
1348162410,에센텍,2,1,1,0,0,0,26,0,0,0,2000-11-23,1,0,25.0,0,제조업
2208173182,에스엘테크놀로지,2,1,1,0,0,0,26,0,0,0,1999-12-29,1,0,29.0,0,제조업
1298133311,콘텔라,2,1,1,0,1,0,26,0,0,0,2000-03-22,1,0,54.0,0,제조업
6038148383,성호특수강,2,1,1,0,0,0,24,0,0,0,2002-01-04,1,0,13.0,0,제조업
1228113240,동신관유리공업,2,1,1,0,0,0,23,0,0,0,1979-03-15,1,0,150.0,0,제조업
1398115566,디티알,2,1,1,0,0,0,25,0,0,0,1976-06-01,1,0,116.0,0,제조업
1398119830,우영유압,2,1,1,0,0,0,29,0,0,0,1988-07-01,1,0,103.0,0,제조업
5048114927,명신섬유공업,2,1,1,0,0,0,20,0,0,0,1994-02-15,1,0,64.0,0,제조업
1348120079,화남피혁,2,1,1,0,0,0,15,0,0,0,1986-06-03,1,0,81.0,0,제조업
4038107502,수에즈워터테크놀로지앤솔루션스코리아,2,1,1,1,0,0,20,0,0,0,1991-08-29,4,1,78.0,0,제조업
3128110389,경원소재,2,1,1,0,0,0,20,0,0,0,1991-06-01,1,0,60.0,0,제조업
5048130683,에스씨엠,2,1,1,0,0,0,25,0,0,0,1999-09-07,1,0,28.0,0,제조업
1308505171,단해인천지점,2,1,2,0,0,0,29,0,0,1,1979-01-23,1,0,35.0,0,제조업
1268174308,에스제이테크,2,1,1,0,1,0,26,0,0,0,2003-09-25,1,0,143.0,0,제조업
1258115951,신덕산업,2,1,1,0,0,0,17,0,0,0,1995-09-01,1,0,40.0,0,제조업
3128163756,일석,2,1,1,0,0,0,22,0,0,0,2003-07-16,1,0,44.0,0,제조업
1178144042,우현피엔티,2,1,1,0,0,0,24,0,0,0,2003-03-01,1,0,22.0,0,제조업
6228110194,필아테크,2,1,1,0,0,0,24,0,0,0,1995-06-19,1,0,27.0,0,제조업
5068123117,케이알티,2,1,1,0,0,0,23,0,0,0,1996-07-13,1,0,97.0,0,제조업
1238171660,단암시스템즈,2,1,1,1,1,0,27,0,0,0,2001-10-10,1,1,211.0,0,제조업
1368100763,서일,2,1,1,0,0,0,22,0,0,0,1979-05-12,1,0,240.0,0,제조업
2188119638,한국메디칼푸드,2,1,1,0,0,0,11,0,0,0,1996-10-22,1,0,26.0,0,제조업
6228101832,삼정터빈,2,1,1,0,0,0,29,0,0,0,1993-09-02,1,0,45.0,0,제조업
1398108333,독트라,2,1,1,0,0,0,26,0,0,0,1989-01-01,1,0,70.0,0,제조업
6218101125,대양레미콘,2,1,1,0,0,0,23,0,0,0,1990-04-13,1,0,28.0,0,제조업
6208115005,한성에스앤아이,2,1,1,0,0,0,28,0,0,0,1997-03-10,1,0,236.0,0,제조업
1198144558,형근,2,1,1,0,0,0,29,0,0,0,2001-01-17,1,0,13.0,0,제조업
1328104466,동아전기부품,2,1,1,0,1,0,30,0,0,0,1989-11-06,1,0,306.0,0,제조업
1378150970,동광알루미늄,2,1,1,0,0,0,24,0,0,0,2003-01-15,1,0,23.0,0,제조업
4108169700,아이앤테크,2,1,1,0,1,0,29,0,0,0,2002-01-28,1,0,86.0,0,제조업
1298120311,봉신로드셀,2,1,1,0,0,0,27,0,0,0,1985-09-25,1,0,58.0,0,제조업
6218133103,포스텍전자,2,1,1,0,0,0,26,0,0,0,1999-02-12,1,0,178.0,0,제조업
6068115519,창용금형,2,1,1,0,0,0,29,0,0,0,1997-08-09,1,0,76.0,0,제조업
1108117530,디젠,2,1,1,0,0,0,26,0,0,0,1987-02-03,1,0,54.0,0,제조업
6228110156,해동산업,2,1,1,0,0,0,29,0,0,0,1995-07-01,1,0,29.0,0,제조업
3058142826,공단레미콘,2,1,1,0,0,0,23,0,0,0,2001-01-02,1,0,25.0,0,제조업
6038130511,금강,2,1,1,0,0,0,29,0,0,0,1996-12-01,1,0,60.0,0,제조업
1118128419,포스콤,2,1,1,1,1,0,27,0,0,0,1997-01-17,1,2,101.0,0,제조업
1368119428,한산엘테크,2,1,1,0,0,0,25,0,0,0,1996-07-26,1,0,71.0,0,제조업
1168133616,신생활식품,2,1,1,0,0,0,11,0,0,0,1993-11-20,1,0,36.0,0,제조업
1268102046,쌍곰,2,1,1,0,0,0,20,0,0,0,1980-10-01,1,0,157.0,0,제조업
6218146933,혜동,2,1,1,0,0,0,25,0,0,0,2002-01-01,1,0,32.0,0,제조업
1268130770,우성팩,2,1,1,0,0,0,18,0,0,0,1997-11-19,1,0,36.0,0,제조업
2208649770,라이크라코리아,2,1,1,1,0,0,20,0,0,0,2002-10-16,4,2,5.0,0,제조업
6098133665,뉴템즈,2,1,1,0,0,0,29,0,0,0,1998-07-04,1,0,44.0,0,제조업
1148153159,건화코포레이션,2,1,1,0,0,0,14,0,0,0,1993-05-12,1,0,17.0,0,제조업
1348172150,에이피엠,2,1,1,0,0,0,25,0,0,0,2001-08-06,1,0,62.0,0,제조업
5148127088,삼주기업,2,1,1,0,0,0,30,0,0,0,1997-03-21,1,0,80.0,0,제조업
6228106875,케이피항공산업,2,1,1,0,1,0,31,0,0,0,1990-06-01,1,0,215.0,0,제조업
6158122896,세주기업,2,1,1,0,0,0,24,0,0,0,2001-11-12,1,0,18.0,0,제조업
1078171881,티에이밸브,2,1,1,0,1,0,29,0,0,0,1999-10-20,1,0,52.0,0,제조업
5148134202,현대코퍼레이션,2,1,1,0,1,0,22,0,0,0,1999-08-26,1,0,74.0,0,제조업
2208143728,유니아텍스,2,1,1,0,0,0,13,0,0,0,1997-04-14,1,0,32.0,0,제조업
1068160979,태양자동문,2,1,1,0,0,0,25,0,0,0,1996-06-13,1,0,42.0,0,제조업
5028144968,형제인터내셔널,2,1,1,0,0,0,14,0,0,0,1998-12-28,1,0,56.0,0,제조업
1068116639,셀,2,1,1,0,0,0,33,0,0,0,1984-12-01,1,0,139.0,0,제조업
1358113339,라성산업,2,1,1,0,0,0,16,0,0,0,1994-07-06,1,0,32.0,0,제조업
1368103867,한국코스틱,2,1,1,0,0,0,22,0,0,0,1983-07-10,1,0,161.0,0,제조업
1308113936,부국레미콘,2,1,1,0,0,0,23,0,0,0,1985-06-01,1,0,34.0,0,제조업
1328106708,원일산업,2,1,1,0,0,0,29,0,0,0,1992-01-20,1,0,94.0,0,제조업
6218139053,주영산업,2,1,1,0,0,0,20,0,0,0,2000-05-25,1,0,62.0,0,제조업
6098106187,피엔에스커튼월,2,1,1,0,0,1,24,0,0,0,1986-01-01,1,0,74.0,0,제조업
6128101591,대원식품,2,1,1,0,0,0,10,0,0,0,1979-09-24,1,0,30.0,0,제조업
1288137430,갑오,2,1,1,0,0,0,17,0,0,0,1999-01-15,1,0,28.0,0,제조업
6218122678,대덕에이치티에스,2,1,1,0,0,0,25,0,0,0,1996-07-01,1,0,41.0,0,제조업
3128125728,웰텍,2,1,1,0,1,0,24,0,0,0,1997-02-21,1,0,124.0,0,제조업
3108120412,우창,2,1,1,0,1,0,20,0,0,0,1993-12-12,1,0,36.0,0,제조업
1318163216,티엠시,2,1,1,0,1,0,30,0,0,0,2001-04-02,1,0,12.0,0,제조업
2148676952,하이필,2,1,1,0,0,0,29,0,0,0,2001-02-20,1,0,54.0,0,제조업
1248114298,제일엠앤에스,2,1,1,0,0,0,25,0,0,0,1986-03-01,1,0,133.0,0,제조업
1248138096,금강기업,2,1,1,0,0,0,22,0,0,0,1990-01-01,1,0,87.0,0,제조업
1348155883,지테크산업,2,1,1,0,0,0,25,0,0,0,2000-06-01,1,0,60.0,0,제조업
6068160289,레오니와이어링시스템즈코리아,2,1,1,1,0,0,30,0,0,0,1993-08-01,1,2,50.0,0,제조업
1238148233,히타치터미널솔루션즈코리아,2,1,1,1,0,0,29,0,0,0,1999-03-20,1,2,136.0,0,제조업
1358105014,하나윈,2,1,1,0,0,0,21,0,0,0,1973-01-08,1,0,69.0,0,제조업
1388114531,엘케이정밀,2,1,1,0,1,0,30,0,0,0,1997-07-01,1,0,41.0,0,제조업
3128121611,카나리아바이오엠,2,1,1,0,1,0,30,0,0,0,1995-09-01,1,0,57.0,0,제조업
1238151534,태성산업,2,1,1,0,0,0,22,0,0,0,1999-11-01,1,0,147.0,0,제조업
2028161655,민성디앤피,2,1,1,0,0,0,18,0,0,0,1998-06-25,1,0,7.0,0,제조업
1258140668,프로이덴버그바이린필트레이션테크놀로지코리아,2,1,1,1,0,0,13,0,0,0,2001-12-08,1,2,69.0,0,제조업
1268124735,두성산업,2,1,1,0,0,0,22,0,0,0,1996-08-01,1,0,55.0,0,제조업
4108158130,현대하이텍,2,1,1,0,1,0,30,0,0,0,2000-05-25,1,0,119.0,0,제조업
1258111969,청우코아,2,1,1,0,0,0,17,0,0,0,1993-08-27,1,0,46.0,0,제조업
1298141975,에이엠텔레콤,2,1,1,0,1,0,26,0,0,0,2001-05-10,1,0,152.0,0,제조업
1298136166,나인텍,2,1,1,0,0,0,29,0,0,0,2000-07-24,1,0,50.0,0,제조업
3128117816,디와이엠솔루션,2,1,1,1,0,0,20,0,0,0,1992-10-19,1,1,81.0,0,제조업
3078511574,유원엔알티세종지점,2,1,2,0,0,0,26,0,0,1,2003-07-21,99,0,31.0,0,제조업
1248166627,미래테크노,2,1,1,0,0,0,30,0,0,0,1999-10-14,1,0,51.0,0,제조업
5058130084,양지콘크리트,2,1,1,0,1,0,23,0,0,0,1997-07-10,1,0,3.0,0,제조업
2028140062,아진에프비에스,2,1,1,0,0,0,13,0,0,0,1992-03-01,1,0,4.0,0,제조업
5058109941,한영,2,1,1,0,0,0,30,0,0,0,1989-07-01,1,0,26.0,0,제조업
3018126367,티에스씨고려,2,1,1,0,0,0,22,0,0,0,1996-04-04,1,0,49.0,0,제조업
1398113651,스위치코리아,2,1,1,0,0,0,28,0,0,0,1977-09-09,1,0,24.0,0,제조업
1198101049,팩컴에이에이피,2,1,1,0,0,0,18,0,0,0,1977-06-13,1,0,102.0,0,제조업
1138502432,삼영산업(주)서울지점,2,1,2,0,0,0,23,0,0,1,1972-07-27,1,0,300.0,0,제조업
1338140427,중앙알칸,2,1,1,0,0,0,24,0,0,0,1999-03-23,1,0,38.0,0,제조업
1348186576,명진테크,2,1,1,0,0,0,30,0,0,0,2002-07-01,1,0,63.0,0,제조업
6068163229,동해목재,2,1,1,0,0,0,16,0,0,0,1996-11-15,1,0,46.0,0,제조업
1308142130,대웅,2,1,1,0,0,0,10,0,0,0,1992-12-23,1,0,79.0,0,제조업
5048152765,영호엔지니어링,2,1,1,0,0,0,29,0,0,0,2003-07-01,1,0,46.0,0,제조업
6218121010,디케이모터스,2,1,1,0,0,0,30,0,0,0,1996-02-01,1,0,100.0,0,제조업
1098135028,이노컴,2,1,1,0,0,0,26,0,0,0,1986-03-20,1,0,29.0,0,제조업
1378127519,에스틸,2,1,1,0,0,0,29,0,0,0,2000-03-08,1,0,130.0,0,제조업
1398110936,현대밸브,2,1,1,0,0,0,29,0,0,0,1990-12-13,1,0,44.0,0,제조업
1388112945,인텍전기전자,2,1,1,0,1,0,28,0,0,0,1996-12-12,1,0,354.0,0,제조업
1138186074,이노비즈,2,1,1,0,0,0,27,0,0,0,2003-08-06,1,0,71.0,0,제조업
3018118611,세일하이텍,2,1,1,0,0,0,20,0,0,0,1993-09-17,1,0,52.0,0,제조업
1248179710,정의산업,2,1,1,0,0,0,20,0,0,0,2013-02-06,1,0,16.0,0,제조업
1188104233,유진종합,2,1,1,0,0,0,24,0,0,0,1982-12-27,1,0,23.0,0,제조업
1398108691,부천,2,1,1,0,0,0,13,0,0,0,1982-05-10,1,0,49.0,0,제조업
2188106093,수국,2,1,1,0,0,0,29,0,0,0,1982-01-21,1,0,99.0,0,제조업
1328137481,다원체어스,2,1,1,0,1,0,22,0,0,0,2001-01-01,1,0,88.0,0,제조업
1198117217,삼원금형정공,2,1,1,0,0,0,29,0,0,0,1995-03-17,1,0,54.0,0,제조업
1348138905,남양부직포,2,1,1,0,0,0,13,0,0,0,1998-03-23,1,0,150.0,0,제조업
1358116637,경남판지,2,1,1,0,0,0,17,0,0,0,1995-08-31,1,0,34.0,0,제조업
1348150030,영원메디칼,2,1,1,0,0,0,27,0,0,0,1999-12-20,1,0,39.0,0,제조업
1378135682,우신특수포장,2,1,1,0,0,0,17,0,0,0,2001-03-31,1,0,70.0,0,제조업
1068118317,광일,2,1,1,0,0,0,10,0,0,0,1975-12-20,1,0,90.0,0,제조업
2018167068,유니크대성,2,1,1,0,0,0,29,0,0,0,2001-08-20,1,0,150.0,0,제조업
2198111513,선용어패럴,2,1,1,0,0,0,14,0,0,0,1994-01-01,1,0,56.0,0,제조업
6108122173,한조,2,1,1,0,0,0,31,0,0,0,1995-06-10,1,0,94.0,0,제조업
4168110094,달성,2,1,1,0,0,0,29,0,0,0,1994-10-19,1,0,59.0,0,제조업
1078191311,에이치아이티에스,2,1,1,0,0,0,27,0,0,0,2000-10-24,1,0,83.0,0,제조업
1318108343,대한제쇄공업,2,1,1,0,0,0,31,0,0,0,1957-01-27,1,0,84.0,0,제조업
1378109001,중앙축산사료,2,1,1,0,0,0,10,0,0,0,1971-01-06,1,0,43.0,0,제조업
2118673960,코리아팀버,2,1,1,0,0,0,16,0,0,0,2001-04-12,1,0,30.0,0,제조업
1078183811,에프디시스,2,1,1,0,1,0,26,0,0,0,2000-05-23,1,0,68.0,0,제조업
5038135123,비엠아이,2,1,1,0,0,0,28,0,0,0,1997-09-01,1,0,45.0,0,제조업
1398117356,상진,2,1,1,0,0,0,22,0,0,0,1988-04-11,1,0,100.0,0,제조업
1348199692,비전모터,2,1,1,0,0,0,28,0,0,0,2003-05-01,1,0,21.0,0,제조업
1398100869,레이캅코리아,2,1,1,0,0,0,25,0,0,0,1986-12-27,1,0,146.0,0,제조업
1278171513,빠라베에사,2,1,1,0,0,0,22,0,0,0,2002-01-16,1,0,39.0,0,제조업
6038140979,현대유압,2,1,1,0,0,0,29,0,0,0,2000-01-28,1,0,14.0,0,제조업
5038159289,태원전장,2,1,1,0,0,0,30,0,0,0,2003-01-21,1,0,28.0,0,제조업
1358102661,영미산업,2,1,1,0,0,0,10,0,0,0,1977-07-01,1,0,67.0,0,제조업
5058118120,한호산업,2,1,1,0,0,0,30,0,0,0,1999-03-26,1,0,180.0,0,제조업
2018154791,엠케이에프엔씨,2,1,1,0,0,0,15,0,0,0,1991-02-20,1,0,44.0,0,제조업
3128143522,디티에스,2,1,1,0,0,0,29,0,0,0,2000-07-31,1,0,83.0,0,제조업
6068167360,대중특수강,2,1,1,0,0,0,24,0,0,0,2001-06-02,1,0,27.0,0,제조업
5148128767,금성스틸,2,1,1,0,0,0,25,0,0,0,1998-01-01,1,0,39.0,0,제조업
3028109003,신화,2,1,1,0,0,0,24,0,0,0,1999-02-23,1,0,30.0,0,제조업
